identifier,group,oligomeric_state,lca_phylum,lca_class,lca_order,length
A0A974HD66_IPR045860_1_18-105,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A9B0TWF7_IPR016054_1_64-132,Ly6,multimere,Chordata (phylum),Mammalia (class),Afrosoricida (order),50-72
A0A9D2Y5S9_IPR045860_1_22-109,none,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A9D3M5V5_IPR045860_1_22-111,Ly6,monomere,Chordata (phylum),Actinopteri (class),Anguilliformes (order),72-95
A0A9D3NM56_IPR045860_1_17-108,Ly6,monomere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0A9D3PQ12_IPR016054_1_20-110,Ly6,multimere,Chordata (phylum),Actinopteri (class),Elopiformes (order),72-95
A0A9D3T6K9_IPR016054_2_20-108,Ly6,multimere,Chordata (phylum),Actinopteri (class),Elopiformes (order),72-95
A0A9D4B431_IPR045860_1_7-87,none,monomere,Chordata (phylum),Testudines (order),Testudines (order),72-95
A0A9D4E8Y0_IPR045860_1_19-97,mixture,monomere,Mollusca (phylum),Bivalvia (class),Myida (order),72-95
A0A9F5IQ72_IPR016054_1_21-107,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A9J6CLS8_IPR031424_1_20-115,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A9J7HGI7_IPR045860_1_21-126,none,monomere,Chordata (phylum),Leptocardii (class),Amphioxiformes (order),95-117
A0A9J7N3L4_IPR045860_1_30-131,none,monomere,Chordata (phylum),Leptocardii (class),Amphioxiformes (order),95-117
A0A9J8C1F9_IPR045860_2_85-159,none,multimere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),72-95
A0A9N7V3G7_IPR045860_1_19-82,none,monomere,Chordata (phylum),Actinopteri (class),Pleuronectiformes (order),50-72
A0A9N9XNL3_IPR045860_1_81-183,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A9P0CNE4_IPR045860_1_25-107,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A9P0FR34_IPR045860_1_15-120,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A9P1ERI4_IPR045860_1_432-514,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A9P1J1R9_IPR045860_1_15-106,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A9Q0NA73_IPR045860_1_13-120,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A9Q0X862_IPR045860_1_17-100,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A9Q1E0X4_IPR045860_1_24-93,Ly6,monomere,Chordata (phylum),Actinopteri (class),Anguilliformes (order),50-72
A0A9W2XH10_IPR045860_1_11-61,none,monomere,Chordata (phylum),Actinopteri (class),Anabantiformes (order),50-72
A0A9W3GE15_IPR045860_1_60-137,mixture,monomere,Chordata (phylum),Mammalia (class),Artiodactyla (order),72-95
A0A9W7TFR4_IPR016054_2_18-112,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),95-117
A0A9W9YVV7_IPR045860_1_17-120,SPF,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0A9X0A5D2_IPR016054_1_18-111,Ly6,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0A9X0CG45_IPR045860_1_178-269,none,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0AA35JTE3_IPR045860_1_505-592,mixture,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA35KP49_IPR045860_1_114-204,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA35KQ37_IPR045860_2_118-193,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA35PAM1_IPR016054_1_21-110,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA35PDV8_IPR045860_2_16-104,mixture,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA36B6C1_IPR016054_1_413-498,none,mixture,Mollusca (phylum),Cephalopoda (class),Octopoda (order),72-95
A0AA36CT69_IPR045860_1_9-84,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AA36FU70_IPR045860_1_14-101,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AA36M5X0_IPR045860_1_13-103,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AA39M2L7_IPR045860_1_20-96,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AA40HF78_IPR045860_1_112-210,mixture,mixture,Chordata (phylum),Mammalia (class),Eutheria (clade),72-95
A0AA51NIS0_IPR045860_1_137-212,none,monomere,Platyhelminthes (phylum),Trematoda (class),Plagiorchiida (order),72-95
A0AA85BER1_IPR045860_1_28-94,mixture,monomere,Platyhelminthes (phylum),Trematoda (class),Strigeidida (order),50-72
A0AA85J7K0_IPR045860_1_25-123,none,monomere,Platyhelminthes (phylum),Trematoda (class),Strigeidida (order),95-117
A0AA88H8Q8_IPR045860_1_23-125,none,monomere,Arthropoda (phylum),Branchiopoda (class),Anostraca (order),95-117
A0AA88NKS8_IPR045860_1_19-95,none,monomere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0AA97JNF9_IPR016054_1_21-103,Ly6,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA97KF53_IPR045860_1_115-199,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AA97LHS1_IPR045860_1_257-344,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AAA9TUB7_IPR016054_3_11-100,mixture,multimere,Chordata (phylum),Mammalia (class),Artiodactyla (order),72-95
A0AAD1SYF9_IPR045860_1_18-100,Ly6,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAD1T4T6_IPR016054_2_20-110,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAD1WMT8_IPR045860_2_19-105,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAD4TXV5_IPR016054_3_165-257,Ly6,multimere,Chordata (phylum),Mammalia (class),Artiodactyla (order),72-95
A0AAD5A284_IPR045860_1_9-96,Ly6,monomere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0AAD8FBU4_IPR045860_1_21-116,mixture,monomere,Mollusca (phylum),Gastropoda (class),Gastropoda (class),72-95
A0AAD8GF39_IPR016054_1_21-111,none,monomere,Chordata (phylum),Actinopteri (class),Acipenseriformes (order),72-95
A0AAD8ZPW8_IPR045860_1_1503-1584,none,monomere,Chordata (phylum),Actinopteri (class),Gymnotiformes (order),72-95
A0AAD9DR00_IPR045860_1_17-86,mixture,monomere,Chordata (phylum),Actinopteri (class),Gymnotiformes (order),50-72
A0AAD9JJI0_IPR045860_1_24-106,none,monomere,Annelida (phylum),Polychaeta (class),Terebellida (order),72-95
A0AAD9NDG7_IPR045860_1_16-118,none,monomere,Annelida (phylum),Polychaeta (class),Terebellida (order),95-117
A0AAD9QQ55_IPR045860_1_17-111,Ly6,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0AAD9VFA0_IPR045860_1_152-238,none,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0AAE0UVC5_IPR016054_3_208-297,Ly6,multimere,Chordata (phylum),Actinopteri (class),Siluriformes (order),72-95
A0AAE1H7P7_IPR045860_1_86-176,mixture,monomere,Arthropoda (phylum),Insecta (class),Thysanoptera (order),72-95
A0AAF3EKM5_IPR045860_1_17-89,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAF3JBZ4_IPR045860_1_8-108,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0AAJ7BN98_IPR045860_1_17-110,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),72-95
A0AAJ7WWT7_IPR045860_1_23-87,none,multimere,Chordata (phylum),Hyperoartia (class),Petromyzontiformes (order),50-72
A0AAN4ZHP0_IPR045860_1_23-95,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAN5DE91_IPR045860_1_32-120,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAN7VHR4_IPR045860_1_15-112,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0AAN8AXA4_IPR045860_1_15-70,none,monomere,Chordata (phylum),Actinopteri (class),Perciformes (order),50-72
A0AAN8HDB8_IPR016054_1_20-114,Ly6,mixture,Chordata (phylum),Actinopteri (class),Perciformes (order),72-95
A0AAN9B2L4_IPR045860_1_274-359,none,monomere,Mollusca (phylum),Gastropoda (class),Littorinimorpha (order),72-95
A0AAN9CZ99_IPR045860_1_9-108,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),95-117
A0AAN9GFJ0_IPR016054_1_32-114,Ly6,monomere,Mollusca (phylum),Gastropoda (class),Littorinimorpha (order),72-95
A0AAU9WAA7_IPR045860_1_16-105,Ly6,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),72-95
A0AAU9XM13_IPR045860_1_14-123,none,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0AAV1HM69_IPR045860_1_20-96,Ly6,monomere,Chordata (phylum),Actinopteri (class),Labriformes (order),72-95
A0AAV1LHW1_IPR045860_1_15-96,mixture,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0AAV2KY76_IPR045860_1_165-244,Ly6,mixture,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0AAV2MT41_IPR045860_2_21-106,SPF,multimere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0AAV2ZKI5_IPR045860_1_17-100,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV2ZWC8_IPR045860_1_2-88,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV3YNC1_IPR045860_1_1168-1240,none,monomere,Mollusca (phylum),Gastropoda (class),Plakobranchidae (family),72-95
A0AAV4HWC4_IPR045860_1_893-971,none,monomere,Mollusca (phylum),Gastropoda (class),Plakobranchidae (family),72-95
A0AAV5T3M9_IPR045860_1_8-96,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0AAV6G4K1_IPR045860_2_83-145,none,multimere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),50-72
A0AAV6ZDP8_IPR045860_1_28-120,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV6ZJ29_IPR045860_1_51-132,SPF,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV6ZP44_IPR045860_1_112-197,Ly6,multimere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0AAV7ME30_IPR045860_2_45-153,none,multimere,Chordata (phylum),Amphibia (class),Caudata (order),95-117
A0AAV7PZR4_IPR045860_2_114-222,Ly6,multimere,Chordata (phylum),Amphibia (class),Caudata (order),95-117
A0AAV7Q5B8_IPR045860_1_20-109,Ly6,monomere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0AAV7V3M7_IPR045860_1_10-108,none,monomere,Chordata (phylum),Amphibia (class),Caudata (order),95-117
A0AAV8W0D4_IPR031424_1_28-130,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0AAW0MFM6_IPR045860_1_5-54,Ly6,monomere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),50-72
A0AAW0NQK7_IPR045860_1_19-106,Ly6,monomere,Chordata (phylum),Actinopteri (class),Gobiiformes (order),72-95
A0AAW0PGH8_IPR016054_5_456-555,Ly6,mixture,Chordata (phylum),Actinopteri (class),Gobiiformes (order),95-117
A0AAW0T1I8_IPR045860_1_22-103,none,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),72-95
A0AAW0Y9Z7_IPR045860_1_326-423,none,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),95-117
A0AAW1BMD1_IPR045860_1_679-754,mixture,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0AAW1URF9_IPR045860_1_35-118,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0AAW1Z242_IPR016054_1_19-109,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),72-95
A0AAY4C951_IPR045860_1_32-112,Ly6,monomere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),72-95
A0AAY5KZH2_IPR016054_1_50-132,none,monomere,Chordata (phylum),Actinopteri (class),Esociformes (order),72-95
A0AAZ3ST37_IPR045860_1_12-83,mixture,mixture,Chordata (phylum),Actinopteri (class),Salmoniformes (order),50-72
A0ABC9XRS3_IPR045860_4_108-194,Ly6,multimere,Chordata (phylum),Aves (class),Gruiformes (order),72-95
A0ABD0QD01_IPR045860_1_4-59,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),50-72
A0ABD0W830_IPR045860_1_58-155,none,monomere,Chordata (phylum),Actinopteri (class),Esociformes (order),95-117
A0ABD1IZW9_IPR016054_1_21-97,none,monomere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),72-95
A0ABD2JNH2_IPR045860_1_15-97,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0ABD2P229_IPR031424_1_44-136,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A7SQI9_IPR045860_1_20-101,none,monomere,Cnidaria (phylum),Anthozoa (class),Actiniaria (order),72-95
A7X3T6_IPR045860_1_18-92,mixture,monomere,Bilateria (clade),Bilateria (clade),Bilateria (clade),72-95
A8I4K2_IPR016054_2_20-115,mixture,mixture,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
B5G6F6_IPR045860_1_22-83,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
D2CKV0_IPR045860_1_21-113,none,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),72-95
E0VVZ1_IPR045860_1_22-119,none,monomere,unknown,unknown,unknown,95-117
E3MC67_IPR031424_1_22-135,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
F6VLE7_IPR045860_1_21-110,none,monomere,Chordata (phylum),Ascidiacea (class),Phlebobranchia (order),72-95
G1QL02_IPR016054_2_30-133,Ly6,multimere,Chordata (phylum),Mammalia (class),Boreoeutheria (clade),95-117
G5C8Y1_IPR045860_1_34-117,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
G7PQF7_IPR016054_1_26-108,none,monomere,Chordata (phylum),Mammalia (class),Primates (order),72-95
G8XXY3_IPR045860_1_1-53,none,monomere,Chordata (phylum),Actinopteri (class),Clupeocephala (clade),50-72
H0UU17_IPR016054_1_127-201,Ly6,mixture,Chordata (phylum),Mammalia (class),Euarchontoglires (superorder),72-95
H2YFE8_IPR045860_1_17-107,Ly6,monomere,Chordata (phylum),Ascidiacea (class),Phlebobranchia (order),72-95
J3SIP4_IPR045860_1_3-64,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),50-72
K1QCR7_IPR045860_1_10-112,mixture,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),95-117
K7FD35_IPR045860_1_59-156,none,monomere,Chordata (phylum),Sauria (clade),Sauria (clade),95-117
L5KJD9_IPR042339_1_17-95,none,monomere,Chordata (phylum),Mammalia (class),Chiroptera (order),72-95
M7AU87_IPR045860_1_62-126,none,monomere,Chordata (phylum),Amniota (clade),Amniota (clade),50-72
P0DSM9_IPR045860_1_1-53,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
P79954_IPR045860_1_50-152,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),95-117
P85140_IPR045860_1_1-73,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
Q0GAL4_IPR045860_1_20-84,none,monomere,Chordata (phylum),Amphibia (class),Caudata (order),50-72
Q0GAT1_IPR045860_1_20-85,none,monomere,Chordata (phylum),Amphibia (class),Caudata (order),50-72
Q63316_IPR051445_1_1-111,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),95-117
Q8T8C6_IPR045860_1_13-112,none,monomere,Chordata (phylum),Ascidiacea (class),Stolidobranchia (order),95-117
Q91137_IPR045860_1_22-83,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
Q9W727_IPR045860_1_12-86,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
R4FK93_IPR045860_1_12-82,mixture,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
R4G7L9_IPR045860_1_12-81,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
R7U8P4_IPR045860_1_2-60,none,monomere,Annelida (phylum),Polychaeta (class),Capitellidae (family),50-72
T1EEB2_IPR045860_1_26-122,none,monomere,Annelida (phylum),Clitellata (class),Rhynchobdellida (order),95-117
T1J121_IPR031424_1_143-218,none,monomere,Arthropoda (phylum),Chilopoda (class),Geophilomorpha (order),72-95
U3FAF0_IPR045860_1_20-88,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
V8N440_IPR003571_1_1-84,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
W5NT65_IPR045860_1_89-168,none,mixture,Chordata (phylum),Mammalia (class),Artiodactyla (order),72-95
W6U9H3_IPR045860_1_19-123,none,monomere,Platyhelminthes (phylum),Cestoda (class),Cyclophyllidea (order),95-117
A0A068W9Y0_IPR031424_1_33-155,mixture,monomere,Platyhelminthes (phylum),Cestoda (class),Cyclophyllidea (order),117-140
A0A087SZE3_IPR031424_1_1-58,mixture,monomere,Arthropoda (phylum),Arachnida (class),Arachnida (class),50-72
A0A0C2G9W1_IPR031424_1_15-136,mixture,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A0K0DYZ6_IPR031424_1_41-154,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A0K8TK47_IPR031424_1_2-87,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),72-95
A0A0N5AH66_IPR031424_1_26-115,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0X3PF88_IPR031424_1_98-188,Quiver,monomere,Platyhelminthes (phylum),Cestoda (class),Diphyllobothriidea (order),72-95
A0A158NNF8_IPR031424_1_5-104,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),95-117
A0A182W738_IPR031424_1_19-134,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A1B6DF33_IPR031424_1_34-132,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),95-117
A0A1E1W402_IPR031424_1_23-137,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A1L8EI38_IPR031424_1_24-125,none,mixture,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A1S3IG91_IPR031424_1_24-99,none,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),72-95
A0A1S3KI38_IPR031424_1_22-105,Quiver,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),72-95
A0A1W0WLN0_IPR031424_1_22-102,Ly6,monomere,Tardigrada (phylum),Eutardigrada (class),Parachela (order),72-95
A0A1Y1KWV0_IPR031424_1_30-122,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A226DHQ9_IPR031424_1_28-126,none,monomere,Arthropoda (phylum),Collembola (class),Entomobryomorpha (order),95-117
A0A267DV90_IPR031424_1_28-128,mixture,monomere,Platyhelminthes (phylum),Rhabditophora (class),Macrostomida (order),95-117
A0A2H1VJY6_IPR031424_1_176-285,mixture,mixture,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A3L8DXU7_IPR031424_1_22-133,mixture,monomere,Arthropoda (phylum),Insecta (class),Pterygota (subclass),95-117
A0A3R7MKU8_IPR031424_1_62-146,none,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),72-95
A0A443SVI1_IPR031424_1_2-88,Quiver,monomere,Arthropoda (phylum),Arachnida (class),Trombidiformes (order),72-95
A0A4Y2H296_IPR031424_1_31-81,none,monomere,Arthropoda (phylum),Arachnida (class),Araneae (order),50-72
A0A5J4NMT6_IPR031424_1_33-120,Quiver,monomere,Platyhelminthes (phylum),Trematoda (class),Plagiorchiida (order),72-95
A0A6G5A329_IPR031424_1_26-129,none,monomere,Arthropoda (phylum),Arachnida (class),Arachnida (class),95-117
A0A6J1WMJ4_IPR031424_1_24-133,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A6P8JSY1_IPR031424_1_26-123,mixture,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A7J7JN78_IPR031424_1_26-120,none,monomere,Bryozoa (phylum),Gymnolaemata (class),Cheilostomatida (order),95-117
A0A7R9BWB5_IPR031424_1_27-128,none,monomere,Arthropoda (phylum),Ostracoda (class),Podocopida (order),95-117
A0A7R9XLP6_IPR031424_1_46-133,Quiver,monomere,Arthropoda (phylum),Crustacea (subphylum),Crustacea (subphylum),72-95
A0A813W7V2_IPR031424_1_141-216,none,monomere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),72-95
A0A815S2J4_IPR031424_1_21-112,Quiver,monomere,Rotifera (phylum),Eurotatoria (class),Adinetida (order),72-95
A0A817DGS2_IPR031424_1_35-123,mostly_Quiver,monomere,Rotifera (phylum),Eurotatoria (class),Bdelloidea (subclass),72-95
A0A834RCF2_IPR031424_1_58-142,mixture,monomere,Arthropoda (phylum),Arachnida (class),Sarcoptiformes (order),72-95
A0A8J2L1J0_IPR031424_1_22-128,Quiver,monomere,Arthropoda (phylum),Collembola (class),Symphypleona (order),95-117
A0A8J9V7S5_IPR031424_1_25-122,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A8K0JZT4_IPR031424_1_25-116,none,monomere,Arthropoda (phylum),Insecta (class),Odonata (order),72-95
A0A8S1FEB4_IPR031424_1_22-140,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),117-140
A0A8S3XE77_IPR031424_1_23-127,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A8T0DH38_IPR031424_1_37-160,Quiver,monomere,Platyhelminthes (phylum),Trematoda (class),Plagiorchiida (order),117-140
