Entry	Organism (ID)	InterPro	Pfam	Protein names
F5CPE3	129457	IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin MALT0065C (3FTx MALT0065C)
F5CPE4	129457	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin MALT0066C (MALT0066C)
I6PG79	2678873	IPR050918;IPR016054;IPR016338;IPR004126;IPR045860;	PF02988;PF00021;	Phospholipase A2 inhibitor gamma subunit A1 (PLI-gamma A1) (gamma-PLI A1)
I6R1R5	2836329	IPR045860;	PF16975;	Omega-scoloptoxin(05)-Ssm1a (Omega-SLPTX(05)-Ssm1a) (Omega-scoloptoxin-Ssm1a) (Omega-SLPTX-Ssm1a)
O42257	33626	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 7 (LNTX7)
O73856	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 4b (Cardiotoxin-4b) (CTX-4b) (Ctx4b)
O73857	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 5a (Cardiotoxin 5a) (CTX-5a) (Ctx5a)
O93471	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (Cardiotoxin-1) (CTX-1) (Ctx1)
O93472	33626	IPR003572;IPR003571;IPR045860;IPR054131;	PF21947;	Cytotoxin 2c (Cardiotoxin-2c) (CTX-2c) (Ctx2c)
O93473	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 4a (Cardiotoxin-4a) (CTX-4a) (Ctx4a)
P01380	355677	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Ast2a (Alpha-EPTX-Ast2a) (Long neurotoxin 1) (Toxin B)
P01381	355677	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Ast2b (Alpha-EPTX-Ast2b) (Long neurotoxin 2) (Toxin C)
P01383	8643	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Neurotoxin 3.9.4)
P01384	70142	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Nss2a (Alpha-EPTX-Nss2a) (Long neurotoxin 1) (LNTX-1) (Notechis III-4)
P01385	8605	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Aa2b (Alpha-EPTX-Aa2b) (Long neurotoxin 1)
P01386	8665	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 2 (Neurotoxin B)
P01387	8665	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Neurotoxin A)
P01388	8643	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 2 (Neurotoxin B) (Tx-NM4)
P01389	263737	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Toxin III)
P01390	8655	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Neurotoxin alpha)
P01393	8619	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Djk2a (Alpha-EPTX-Djk2a) (Long neurotoxin 1) (Toxin V-III-N1)
P01394	8621	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Dv2b (Alpha-EPTX-Dv2b) (Long neurotoxin 1) (Neurotoxin 4.7.3/4.9.3)
P01395	8621	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Dv2a (Alpha-EPTX-Dv2a) (Long neurotoxin 2) (Toxin I/V)
P01396	8620	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Dpp2a (Alpha-EPTX-Dpp2a) (Long neurotoxin 1) (Neurotoxin gamma) (Toxin VN1)
P01409	8618	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Synergistic-type venom protein C9S3, chain 2
P01412	8665	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Weak toxin DE-1
P01414	8620	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Toxin FS-2 (FS2)
P01416	8620	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin alpha)
P01417	8619	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1
P01418	8621	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin 4.11.3)
P01419	8619	IPR003571;IPR045860;IPR054131;	PF21947;	Toxin S5C10
P01420	96794	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 3 (Toxin CM-10) (Toxin V-NH-I1)
P01421	96794	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 4 (Toxin CM-12) (Toxin V-NH-I2)
P01422	96794	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 2 (Toxin CM-14) (Toxin V-N-I2)
P01423	8655	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 2 (Neurotoxin beta)
P01425	8626	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Toxin II)
P01426	8658	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin alpha) (Toxin alpha)
P01427	8657	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin II) (NT II) (NTII) (NTX II) (Neurotoxin alpha)
P01431	8644	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (NMM I) (Neurotoxin I)
P01432	8644	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 3 (NMM III) (Neurotoxin III)
P01433	8626	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 2 (Toxin IV)
P01434	8605	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Toxin Aa c)
P01437	8684	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin A)
P01440	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 2 (Cobramine-B) (Cytotoxin II)
P01441	8657	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 2 (Cytotoxin II) (CTII)
P01447	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (Cobramine-A) (Cytotoxin I) (Cytotoxin XI) (Cytotoxin-like basic protein) (CLBP)
P01451	8657	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (Cytotoxin I) (CTI)
P01453	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 10 (Toxin CM-4a)
P01454	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 9 (Toxin CM-2e)
P01455	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (Toxin V(II)1)
P01456	8655	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (Toxin V(II)1)
P01457	8642	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 5 (Toxin CM-8)
P01458	8655	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3 (Toxin V(II)3)
P01459	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3 (Toxin CM-8/CM-8A)
P01460	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 8 (Toxin CM-7)
P01461	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 4 (Toxin CM-11)
P01462	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 2 (Toxin V(II)2/V(II)2A)
P01463	8655	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 2 (Toxin V(II)2)
P01464	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 5 (Toxin CM-6)
P01465	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 6 (Toxin CM-2H)
P01466	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 7 (Toxin CM-4B)
P01468	8658	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (CTX-1) (Cardiotoxin gamma)
P01470	8644	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3 (CTX M4) (Cytotoxin V(II)3)
P01473	8643	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin homolog 3 (Venom component 3.20)
P01474	8643	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin homolog 2 (Cytotoxin homolog V-II-2/V-II-3)
P0C1Y9	8618	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Fasciculin-1 (Fas-1) (Fas1) (Fasciculin-I) (FAS-I) (Toxin TA1)
P0C552	8613	IPR003571;IPR045860;		Neurotoxin 3FTx-LK
P0C553	8613	IPR003571;IPR045860;IPR054131;	PF21947;	Neurotoxin 3FTx-LI
P0C554	8613	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Neurotoxin 3FTx-RK
P0CAR1	129468	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin D1
P0CB06	8667	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 2 (SNTX-2)
P0CG02	747462	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Toxin aagardi
P0CH80	8649	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1 (NK-CT1)
P0DKW9	8605	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Aa2e (Alpha-EPTX-Aa2e) (Aa el/Aa e2)
P0DL82	8633	IPR003571;IPR045860;IPR054131;	PF21947;	Delta-elapitoxin-Cb1a (Delta-EPTX-Cb1a) (Calliotoxin) (Three-finger toxin) (3FTx)
P0DP59	10090	IPR018363;IPR051110;IPR016054;IPR045860;	PF00021;	Secreted Ly-6/uPAR domain-containing protein 2 (SLURP-2)
P0DP61	9544	IPR051110;IPR016054;IPR045860;	PF00021;	Secreted Ly-6/uPAR domain-containing protein 2
P0DPU8	2609776	IPR045860;IPR035076;	PF00087;	U-scoloptoxin(05)-Ssd1a (U-SLPTX(05)-Ssd1a) (Toxin SSD202)
P0DQH2	8626	IPR003571;IPR045860;IPR054131;	PF21947;	Exactin (Extrinsic tenase-mediated FX activation inhibitor)
P0DQQ1	8643	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin Tx-NM2
P0DQQ2	8643	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin Tx-NM3-1
P0DQQ3	8643	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic toxin-like protein Tx-NM3-2
P0DSN0	8649	IPR003571;IPR045860;IPR054131;	PF21947;	Nakoroxin (Naja kaouthia orphan toxin) (Three-finger toxin) (3FTx)
P0DUK5	8631	IPR050918;IPR016054;IPR016338;IPR004126;IPR045860;	PF02988;PF00021;	Phospholipase A2 inhibitor gamma subunit A (LsPLI-gamma A) (PLI-gamma A) (gamma-PLI A)
P0DUK6	8631	IPR050918;IPR016054;IPR004126;IPR045860;	PF02988;PF00021;	Phospholipase A2 inhibitor gamma subunit B (LsPLI-gamma B) (PLI-gamma B) (gamma-PLI B)
P0DUK7	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Mu-elapitoxin-Na1a (Mu-EPTX-Na1a)
P10456	8628	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin D
P10457	8628	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin II
P10458	8629	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin C
P10459	8630	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin B
P10460	8630	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin C
P13495	8673	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Pseudonajatoxin b (Long neurotoxin B)
P14541	8649	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin homolog (Cytotoxin-like basic protein) (CLBP)
P14612	8670	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin homolog Pa ID (LNTX-ID)
P15815	8615	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Kappa-flavitoxin (Kappa-ftx) (Kappa-fvt) (Long neurotoxin 2)
P15816	8616	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Kappa-2-bungarotoxin (Kappa-neurotoxin CB1)
P15817	8616	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Kappa-3-bungarotoxin (K3Bgt) (Kappa-neurotoxin) (Long neurotoxin CR1)
P15818	8616	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin homolog (BM10-1)
P18328	8618	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic toxin 2 (MT2) (MTx2)
P19958	8678	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin C
P19959	8678	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin B
P22947	8620	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Calciseptin (Calciseptine) (CaS) (L-type calcium channel blocker)
P24776	8626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 2 (Toxin 12A)
P24777	8626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3 (Toxin 11/11A)
P24778	8626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin homolog (Toxin 9B/9BB)
P24779	8649	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 5 (Cytotoxin II)
P24780	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3 (Cytotoxin IIa)
P25497	8670	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin PA A)
P25517	8644	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 5 (CTX M5) (CTX V)
P25518	8620	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Adrenergic toxin rho-elapitoxin-Dp1b (rho-EPTX-Dp1b) (Muscarinic toxin CM-3) (Protein CM-3)
P25667	8620	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-elapitoxin-Dpp2b (Alpha-EPTX-Dpp2b) (Long neurotoxin 3) (Toxin VN2)
P25668	35670	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Toxin A)
P25670	8607	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Toxin S4C6)
P25671	35670	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 3 (Toxin C)
P25672	35670	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 4 (Toxin D)
P25674	8642	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (Toxin CM-5)
P25675	8642	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 2 (Toxin CM-10a)
P25683	8619	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Toxin S4C8
P25684	8618	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Toxin C10S2C2
P32879	8678	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin A
P34074	8610	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin 1 (NXL1)
P34075	8610	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1
P34076	8611	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1
P46657	9485	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
P47777	9521	IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
P49123	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 8 (Cardiotoxin-8) (CTX8)
P51447	9505	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
P57096	10090	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Prostate stem cell antigen
P59275	8649	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cobrotoxin-b (CBT-b) (Short neurotoxin III) (NT3)
P60234	8618	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic m1-toxin2
P60302	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3 (Cardiotoxin-3) (CTX-3) (Ctx3)
P60310	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 5b (Cardiotoxin 5b) (CTX-5b) (Ctx5b)
P60771	8649	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cobrotoxin (CBT) (Short neurotoxin I) (NT1)
P60772	33626	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Neurotoxin 5 (Toxin 5)
P60773	8659	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (NTX I)
P62377	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin-like basic protein (CLBP) (Less-cytotoxic basic polypeptide) (LCBP)
P62388	8688	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Pelamitoxin a
P62390	96794	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 11 (Toxin CM-13a)
P62394	8642	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 11 (Toxin CM-12)
P68412	355677	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Toxin A)
P68415	8682	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Toxin 4)
P68416	8781	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (SN12) (Toxin 4)
P68417	96794	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin alpha)
P68418	8642	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Toxin CM-6)
P68419	8655	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Neurotoxin delta)
P79810	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1c (Cardiotoxin-1c)
P80494	8620	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic toxin alpha (MT-alpha)
P80548	8635	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin Mnn I (Neurotoxin alpha) (Nicotinic acetylcholine receptor-binding protein Mnn-9) (Short neurotoxin 1)
P80965	8665	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin OH-5 (Alpha-neurotoxin)
P81030	8618	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic toxin 1 (MT1) (MTx1)
P81782	92438	IPR045860;IPR035076;	PF00087;	Bucandin
P82462	8649	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic toxin-like protein 1 (MTLP-1)
P82463	8649	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Muscarinic toxin-like protein 2 (MTLP-2)
P82849	8649	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cobrotoxin II (CBT II) (CBT2) (Short neurotoxin 1) (Short neurotoxin 5)
P83345	195058	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin sagitoxin (Cardiotoxin sagitoxin)
P83346	92438	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Bucain
P83490	201391	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-colubritoxin
P85140	92438	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Alpha-bungarotoxin N3 (AlphaN3)
P85520	8657	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Oxiana weak toxin (OWT)
P86094	129470	IPR003571;IPR045860;IPR054131;	PF21947;	Short neurotoxin MS11 (Three-finger toxin) (3FTx)
P86095	129470	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin MS1 (Short neurotoxin MS1)
P86096	129470	IPR003571;IPR045860;IPR054131;	PF21947;	Long neurotoxin MS2
P86097	129470	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin MS3 (Short neurotoxin MS3)
P86098	129470	IPR003571;IPR045860;IPR054131;	PF21947;	Long neurotoxin MS4
P86099	129470	IPR003571;IPR045860;IPR054131;	PF21947;	Long neurotoxin MS5
P86382	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 7 (CTX7)
P86421	129461	IPR045860;		Frontoxin II (FTx II) (Three-finger toxin) (3FTx)
P86422	129461	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Frontoxin III (FTx III)
P86423	129461	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Frontoxin IV (FTx IV)
P86424	129461	IPR003571;IPR045860;IPR054131;	PF21947;	Frontoxin V (FTx V)
P86538	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 2a (CTX2a) (Cytotoxin 2) (CTX2)
P86540	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 8 (CTX8)
P86541	35670	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 10 (CTX10)
Q02454	33626	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin (CTX) (Cardiotoxin)
Q09022	8355	IPR045860;		Xenoxin-1
Q148C3	9913	IPR018363;IPR016054;IPR042339;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6D (Ly-6D)
Q1RMQ4	9913	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Ly-6/neurotoxin-like protein 1
Q28216	9534	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
Q28785	61183	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
Q2VBP8	8665	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin LNTX1
Q32PB3	9913	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4
Q4R5M8	9541	IPR016054;IPR051445;IPR045860;	PF00021;	Lymphocyte antigen 6H (Ly-6H)
Q53B47	8665	IPR003571;IPR045860;IPR054131;	PF21947;	Short neurotoxin OH-5 (Three-finger toxin) (3FTx)
Q53B52	8665	IPR003571;IPR045860;IPR054131;	PF21947;	Short neurotoxin OH-26 (Three-finger toxin) (3FTx)
Q53B59	8665	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Long neurotoxin OH-37
Q5IS42	9598	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Ly-6/neurotoxin-like protein 1
Q5IS87	39432	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Ly-6/neurotoxin-like protein 1
Q5R510	9601	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
Q5UFR8	8676	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 1 (Major/minor neurotoxin)
Q6MG58	10116	IPR016054;IPR026524;IPR045860;	PF00021;	Lymphocyte antigen 6 complex locus protein G6d
Q6UXB3	9606	IPR018363;IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Ly6/PLAUR domain-containing protein 2
Q6UY27	9606	IPR016054;IPR029691;	PF00021;	Prostate and testis expressed protein 2 (PATE-like protein M) (PATE-M)
Q7LZI2	8649	IPR050918;IPR016054;IPR016338;IPR004126;IPR045860;	PF02988;PF00021;	Phospholipase A2 inhibitor 25 kDa subunit (gamma-PLI)
Q8CHN2	10116	IPR016054;IPR026110;	PF00021;	Lymphocyte antigen 6 complex locus protein G5c (Epididymal secretory protein 8) (Protein RE8)
Q8K1T4	10090	IPR016054;IPR038773;	PF00021;	Lymphocyte antigen 6 complex locus protein G5b
Q8SQ46	9541	IPR018363;IPR016054;IPR045860;IPR035076;	PF00087;	CD59 glycoprotein (MAC-inhibitory protein) (MAC-IP) (Membrane attack complex inhibition factor) (MACIF) (Protectin) (CD antigen CD59)
Q8UW26	8781	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short neurotoxin 2 (SN36)
Q90986	9031	IPR051110;IPR016054;IPR045860;IPR035076;	PF00087;	Lymphocyte antigen 6E (Ly-6E) (Stem cell antigen 2) (SCA-2)
Q91124	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 8 (Cardiotoxin VIII) (Cardiotoxin-8) (CTX8)
Q91135	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin I-like P-15 (Cardiotoxin I-like P-15)
Q91136	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin I-like T-15 (Cardiotoxin I-like T-15)
Q98956	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1b (Cardiotoxin-1b)
Q98957	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1a (Cardiotoxin-1a)
Q98958	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 1d/1e (Cardiotoxin-1d/1e)
Q98959	8656	IPR003572;IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Cytotoxin 3a (Cardiotoxin-31) (Ctx-31) (Cardiotoxin-3a)
