identifier,protein_display_name,functional_group,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species,organism_id
Q8JFX7,Muscarinic toxin BM14,Non-standard,False,False,False,True,,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Bungarus,Bungarus multicinctus,8616.0
Q8K1T5,Lymphocyte antigen 6 complex locus protein G5c,,False,False,False,True,PF00021;,IPR026110,LY6G5C,Chordata,Rodentia,Muridae,Mus,Mus musculus,10090.0
Q8NI32,Ly6/PLAUR domain-containing protein 6B,,False,False,False,True,PF16975;,IPR039457,LYPD6-like,Chordata,Primates,Hominidae,Homo,Homo sapiens,9606.0
Q8WXA2,Prostate and testis expressed protein 1,,,,,,PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Primates,Hominidae,Homo,Homo sapiens,9606.0
Q90VW1,Erabutoxin b (ETXB) (Eb) (Short neurotoxin 1b),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Laticauda,Laticauda semifasciata,8631.0
Q99445,Glycosyl-phosphatidylinositol-anchored molecule-like protein,,False,False,False,True,,IPR016054,LY6_UPA_recep-like,Chordata,Primates,Hominidae,Homo,Homo sapiens,9606.0
Q9YGJ0,Gamma-bungarotoxin (Long neurotoxin homolog NTL2I),Plesiotypic,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Bungarus,Bungarus multicinctus,8616.0
Q9Z1Q4,Lymphocyte antigen 6 complex locus protein G6c,,False,False,False,True,PF00021;,IPR039237,LY6G6C,Chordata,Rodentia,Muridae,Mus,Mus musculus,10090.0
A0A0B4LEU0,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,7227.0
A0A0P8XM01,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila ananassae,7217.0
A0A0Q9W5E8,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila virilis,7244.0
A0A158NPD2,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Formicidae,Atta,Atta cephalotes,12957.0
A0A1J1HT36,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chironomidae,Clunio,Clunio marinus,568069.0
A0A1J1HXH0,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Chironomidae,Clunio,Clunio marinus,568069.0
A0A1S3IUW6,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Brachiopoda,Lingulida,Lingulidae,Lingula,Lingula anatina,7574.0
A0A1S3K8Y4,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Brachiopoda,Lingulida,Lingulidae,Lingula,Lingula anatina,7574.0
A0A1S3K9N0,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Brachiopoda,Lingulida,Lingulidae,Lingula,Lingula anatina,7574.0
A0A286XKB7,Glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Rodentia,Caviidae,Cavia,Cavia porcellus,10141.0
A0A286XLH9,Ly-6/neurotoxin-like protein 1,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Caviidae,Cavia,Cavia porcellus,10141.0
A0A287B109,Ly-6/neurotoxin-like protein 1,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Suidae,Sus,Sus scrofa,9823.0
A0A2S2R6I4,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Sipha,Sipha flava,143950.0
A0A346CIB0,Sulmotoxin 2 (S.sulphureus monomeric toxin 2) (Three-finger toxin 11) (Three-finger toxin 14),Plesiotypic,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Colubridae,Spilotes,Spilotes sulphureus,1899469.0
A0A346CIB2,Sulmotoxin 1 (S.sulphureus monomeric toxin) (Three-finger toxin 2),Plesiotypic,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Colubridae,Spilotes,Spilotes sulphureus,1899469.0
A0A4P1LYC9,Dendroaspis polylepis MT9 (Three-finger toxin) (3FTx),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,8620.0
A0A4W2C5H3,Ly-6/neurotoxin-like protein 1,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Artiodactyla,Bovidae,Bos,Bos indicus x Bos taurus,30522.0
A0A6I8VQH9,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila pseudoobscura,46245.0
A0A6J2SR37,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila hydei,7224.0
A0A6J2T0E8,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Drosophilidae,Drosophila,Drosophila hydei,7224.0
A0A7R8YL64,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Stratiomyidae,Hermetia,Hermetia illucens,343691.0
A0A7T7DMY7,Cytotoxin 1 (CX1) (Cardiotoxin-1) (CTX-1) (CTX1),,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja sumatrana,1108807.0
A0A8B7HN27,Ly-6/neurotoxin-like protein 1,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Primates,Cheirogaleidae,Microcebus,Microcebus murinus,30608.0
A0A8B8AE93,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Mollusca,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,6565.0
A0A9B7HXA1,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hymenoptera,Apidae,Bombus,Bombus terrestris,30195.0
A0A9C6DT89,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina fuscipes,201502.0
A0JNB3,Lymphocyte antigen 6H (Ly-6H),,False,False,False,True,PF00021;,IPR051445,LY6H/LY6L_nAChR_modulators,Chordata,Artiodactyla,Bovidae,Bos,Bos taurus,9913.0
A2CKF6,Neurotoxin 3FTx-8a (3FTx-VIIIa),Plesiotypic,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Bungarus,Bungarus fasciatus,8613.0
A2CKF7,Neurotoxin 3FTx-LT,Plesiotypic,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Bungarus,Bungarus fasciatus,8613.0
A6HS11,"Similar to high density lipoprotein-binding protein (Predicted), isoform CRA_b",,,,,,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Rodentia,Muridae,Rattus,Rattus norvegicus,10116.0
A8HDJ4,Alpha-elapitoxin-Ppr1 (Short neurotoxin 1) (SNTX-1),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,8671.0
A8N286,Haditoxin (Muscarinic toxin-like protein 3 homolog) (MTLP-3 homolog),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
A8WG63,"Bone morphogenetic protein receptor, type IBb (EC 2.7.11.30) (Zgc:172219 protein)",,,,,,PF01064;,IPR045860,Snake_toxin-like_sf,Chordata,Cypriniformes,Danionidae,Danio,Danio rerio,7955.0
B2BRQ5,Alpha-elapitoxin-Al2b (Alpha-EPTX-Al2b),Long-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Austrelaps,Austrelaps labialis,471292.0
B3EWH9,Three-finger hemachatoxin,Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,8626.0
C0HJB0,Mambalgin-3 (Mamb-3),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,8618.0
C0HJR1,Micrurotoxin 1 (MmTX1),Plesiotypic,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus mipartitus,430902.0
C0HJR2,Micrurotoxin 2 (MmTX2),Plesiotypic,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus mipartitus,430902.0
C0HJT4,Toxin Tx7335,Non-standard,False,False,False,False,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,8618.0
C0HJT5,Ringhalexin,Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,8626.0
C0HK04,Clarkitoxin-1 (Clarkitoxin-I) (Three-finger toxin) (3FTx),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus clarki,1817999.0
C0HKZ8,Actiflagelin,Plesiotypic,False,False,False,False,PF00087;,IPR035076,Toxin/TOLIP,Chordata,Squamata,Elapidae,Walterinnesia,Walterinnesia aegyptia,64182.0
C0HLK5,Clarkitoxin-I-Mdum (Dumertoxin-1),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus dumerilii,1337871.0
C0HM08,Alpha-elapitoxin-Nn2a (Short neurotoxin 2) (Short-chain alpha-neurotoxin Nn2a),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja naja,35670.0
C0HM09,Alpha-elapitoxin-Nn3a (Long neurotoxin 7) (Long-chain alpha-neurotoxin Nn3a),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja naja,35670.0
C1IC48,Three-finger toxin W-IV,Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Walterinnesia,Walterinnesia aegyptia,64182.0
C4WVU5,UPAR/Ly6 domain-containing protein qvr (Protein quiver) (Protein sleepless),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,7029.0
C6JUP3,Three-finger toxin MicTx3 (MCOR0100C) (Three-finger toxin 3FTx-3),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus corallinus,54390.0
D4A6F2,Ly-6/neurotoxin-like protein 1,,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Rodentia,Muridae,Rattus,Rattus norvegicus,10116.0
E7F2M5,CD59 glycoprotein precursor (CD59 molecule (CD59 blood group)),,,,,,PF00087;,IPR016054,LY6_UPA_recep-like,Chordata,Cypriniformes,Danionidae,Danio,Danio rerio,7955.0
F5CPD3,Three-finger toxin MALT0044C (3FTx MALT0044C),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPD5,Three-finger toxin MALT0051C (MALT0051C),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPD6,Three-finger toxin MALT0052C (MALT0052C),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPD8,Three-finger toxin MALT0057C (MALT0057C),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPD9,Three-finger toxin MALT0058C,Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPE0,Three-finger toxin MALT0059C (3FTx MALT0059C),Short-chain,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPE2,Three-finger toxin MALT0063C (3FTx MALT0063C),Short-chain,False,False,False,True,,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPE3,Three-finger toxin MALT0065C (3FTx MALT0065C),Short-chain,False,False,False,True,PF21947;,IPR045860,Snake_toxin-like_sf,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
F5CPE4,Three-finger toxin MALT0066C (MALT0066C),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Micrurus,Micrurus altirostris,129457.0
I6PG79,Phospholipase A2 inhibitor gamma subunit A1 (PLI-gamma A1) (gamma-PLI A1),,False,False,False,False,PF02988;PF00021;,IPR016054,LY6_UPA_recep-like,Chordata,Squamata,Colubridae,Trimerodytes,Trimerodytes annularis,2678873.0
I6R1R5,Omega-scoloptoxin(05)-Ssm1a (Omega-SLPTX(05)-Ssm1a) (Omega-scoloptoxin-Ssm1a) (Omega-SLPTX-Ssm1a),scoloptoxin,False,False,False,True,PF16975;,IPR045860,Snake_toxin-like_sf,Arthropoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,2836329.0
O42257,Long neurotoxin 7 (LNTX7),Long-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja sputatrix,33626.0
O73856,Cytotoxin 4b (Cardiotoxin-4b) (CTX-4b) (Ctx4b),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja sputatrix,33626.0
O93471,Cytotoxin 1 (Cardiotoxin-1) (CTX-1) (Ctx1),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja sputatrix,33626.0
O93472,Cytotoxin 2c (Cardiotoxin-2c) (CTX-2c) (Ctx2c),Non-standard,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja sputatrix,33626.0
O93473,Cytotoxin 4a (Cardiotoxin-4a) (CTX-4a) (Ctx4a),Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja sputatrix,33626.0
P01380,Alpha-elapitoxin-Ast2a (Alpha-EPTX-Ast2a) (Long neurotoxin 1) (Toxin B),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Hydrophiidae,Hydrophis,Hydrophis stokesii,355677.0
P01381,Alpha-elapitoxin-Ast2b (Alpha-EPTX-Ast2b) (Long neurotoxin 2) (Toxin C),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Hydrophiidae,Hydrophis,Hydrophis stokesii,355677.0
P01383,Long neurotoxin 1 (Neurotoxin 3.9.4),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja melanoleuca,8643.0
P01384,Alpha-elapitoxin-Nss2a (Alpha-EPTX-Nss2a) (Long neurotoxin 1) (LNTX-1) (Notechis III-4),Long-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Notechis,Notechis scutatus,70142.0
P01385,Alpha-elapitoxin-Aa2b (Alpha-EPTX-Aa2b) (Long neurotoxin 1),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,8605.0
P01386,Long neurotoxin 2 (Neurotoxin B),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
P01387,Long neurotoxin 1 (Neurotoxin A),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
P01388,Long neurotoxin 2 (Neurotoxin B) (Tx-NM4),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja melanoleuca,8643.0
P01389,Long neurotoxin 1 (Toxin III),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja anchietae,263737.0
P01390,Long neurotoxin 1 (Neurotoxin alpha),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja nivea,8655.0
P01393,Alpha-elapitoxin-Djk2a (Alpha-EPTX-Djk2a) (Long neurotoxin 1) (Toxin V-III-N1),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,8619.0
P01394,Alpha-elapitoxin-Dv2b (Alpha-EPTX-Dv2b) (Long neurotoxin 1) (Neurotoxin 4.7.3/4.9.3),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,8621.0
P01395,Alpha-elapitoxin-Dv2a (Alpha-EPTX-Dv2a) (Long neurotoxin 2) (Toxin I/V),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,8621.0
P01396,Alpha-elapitoxin-Dpp2a (Alpha-EPTX-Dpp2a) (Long neurotoxin 1) (Neurotoxin gamma) (Toxin VN1),Long-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,8620.0
P01409,"Synergistic-type venom protein C9S3, chain 2",Non-standard,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,8618.0
P01412,Weak toxin DE-1,Short-chain,False,False,False,True,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,8665.0
P01414,Toxin FS-2 (FS2),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,8620.0
P01416,Short neurotoxin 1 (Neurotoxin alpha),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,8620.0
P01417,Short neurotoxin 1,Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,8619.0
P01418,Short neurotoxin 1 (Neurotoxin 4.11.3),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,8621.0
P01419,Toxin S5C10,Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,8619.0
P01420,Short neurotoxin 3 (Toxin CM-10) (Toxin V-NH-I1),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01421,Short neurotoxin 4 (Toxin CM-12) (Toxin V-NH-I2),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01422,Short neurotoxin 2 (Toxin CM-14) (Toxin V-N-I2),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01423,Short neurotoxin 2 (Neurotoxin beta),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja nivea,8655.0
P01425,Short neurotoxin 1 (Toxin II),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,8626.0
P01426,Short neurotoxin 1 (Neurotoxin alpha) (Toxin alpha),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja pallida,8658.0
P01427,Short neurotoxin 1 (Neurotoxin II) (NT II) (NTII) (NTX II) (Neurotoxin alpha),,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja oxiana,8657.0
P01431,Short neurotoxin 1 (NMM I) (Neurotoxin I),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja mossambica,8644.0
P01432,Short neurotoxin 3 (NMM III) (Neurotoxin III),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja mossambica,8644.0
P01433,Short neurotoxin 2 (Toxin IV),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,8626.0
P01434,Short neurotoxin 1 (Toxin Aa c),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,8605.0
P01437,Short neurotoxin 1 (Neurotoxin A),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Hydrophiidae,Hydrophis,Hydrophis lapemoides,8684.0
P01440,Cytotoxin 2 (Cobramine-B) (Cytotoxin II),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja naja,35670.0
P01441,Cytotoxin 2 (Cytotoxin II) (CTII),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja oxiana,8657.0
P01447,Cytotoxin 1 (Cobramine-A) (Cytotoxin I) (Cytotoxin XI) (Cytotoxin-like basic protein) (CLBP),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja naja,35670.0
P01451,Cytotoxin 1 (Cytotoxin I) (CTI),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja oxiana,8657.0
P01453,Cytotoxin 10 (Toxin CM-4a),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01454,Cytotoxin 9 (Toxin CM-2e),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01455,Cytotoxin 1 (Toxin V(II)1),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01456,Cytotoxin 1 (Toxin V(II)1),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja nivea,8655.0
P01457,Cytotoxin 5 (Toxin CM-8),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja haje,8642.0
P01458,Cytotoxin 3 (Toxin V(II)3),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja nivea,8655.0
P01459,Cytotoxin 3 (Toxin CM-8/CM-8A),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01460,Cytotoxin 8 (Toxin CM-7),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01461,Cytotoxin 4 (Toxin CM-11),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01462,Cytotoxin 2 (Toxin V(II)2/V(II)2A),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
P01463,Cytotoxin 2 (Toxin V(II)2),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja nivea,8655.0
P01464,Cytotoxin 5 (Toxin CM-6),Short-chain,False,False,False,False,PF21947;,IPR003571,Snake_3FTx,Chordata,Squamata,Elapidae,Naja,Naja annulifera,96794.0
