protein_id,protein_name,organism,sequence_length,tax_id,interpro_1,interpro_2,interpro_3,interpro_4
A0A068WGY6,Snake toxin/toxin-like domain-containing protein,Echinococcus granulosus (Hydatid tapeworm),115,6210.0,IPR035076,IPR045860,,
A0A068WK15,UPAR/Ly6 domain-containing protein qvr,Echinococcus granulosus (Hydatid tapeworm),184,,IPR031424,,,
A0A068WL64,UPAR/Ly6 domain-containing protein qvr,Echinococcus granulosus (Hydatid tapeworm),166,,IPR031424,,,
A0A068WLV4,Expressed conserved protein,Echinococcus granulosus (Hydatid tapeworm),200,,IPR031424,,,
A0A068WMH4,Expressed protein,Echinococcus granulosus (Hydatid tapeworm),168,6210.0,IPR031424,IPR045860,,
A0A068WRH1,Expressed conserved protein,Echinococcus granulosus (Hydatid tapeworm),144,6210.0,IPR031424,IPR045860,,
A0A068WRQ9,G-patch domain-containing protein,Echinococcus granulosus (Hydatid tapeworm),528,,IPR031424,,,
A0A068WWP5,Expressed protein,Echinococcus granulosus (Hydatid tapeworm),128,6210.0,IPR031424,IPR045860,,
A0A068X2C6,Low affinity cationic amino acid transporter,Echinococcus granulosus,107,6210.0,IPR045860,,,
A0A068Y1N5,G-patch domain-containing protein,Echinococcus multilocularis (Fox tapeworm),547,,IPR031424,,,
A0A068Y266,Expressed conserved protein,Echinococcus multilocularis (Fox tapeworm),144,6211.0,IPR031424,IPR045860,,
A0A068Y7F1,Expressed protein,Echinococcus multilocularis (Fox tapeworm),160,6211.0,IPR031424,IPR045860,,
A0A068YAL8,Steroid dehydrogenase,Echinococcus multilocularis (Fox tapeworm),181,,IPR031424,,,
A0A068YDC1,UPAR/Ly6 domain-containing protein qvr,Echinococcus multilocularis (Fox tapeworm),160,,IPR031424,,,
A0A068YEB9,Protein quiver,Echinococcus multilocularis (Fox tapeworm),174,,IPR031424,,,
A0A068YES5,UPAR/Ly6 domain-containing protein qvr,Echinococcus multilocularis (Fox tapeworm),184,,IPR031424,,,
A0A068YEY1,Snake toxin/toxin-like domain-containing protein,Echinococcus multilocularis (Fox tapeworm),115,6211.0,IPR035076,IPR045860,,
A0A068YMQ3,UPAR/Ly6 domain-containing protein qvr,Echinococcus multilocularis (Fox tapeworm),166,,IPR031424,,,
A0A069DPK0,Putative ly-6/neurotoxin superfamily member 1,Panstrongylus megistus,151,,IPR031424,,,
A0A074YXH7,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,125,6198.0,IPR045860,,,
A0A074Z196,Protein quiver,Opisthorchis viverrini,168,6198.0,IPR031424,,,
A0A074Z1Q2,UPAR/Ly6 domain-containing protein qvr,Opisthorchis viverrini,145,6198.0,IPR031424,,,
A0A074Z3A9,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,143,6198.0,IPR016054,IPR031424,IPR045860,
A0A074Z612,Uncharacterized protein,Opisthorchis viverrini,119,6198.0,IPR045860,,,
A0A074ZFJ2,Protein quiver,Opisthorchis viverrini,172,6198.0,IPR031424,,,
A0A074ZFN4,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,195,6198.0,IPR045860,,,
A0A074ZJT7,Uncharacterized protein,Opisthorchis viverrini,106,6198.0,IPR045860,,,
A0A074ZN05,Protein quiver,Opisthorchis viverrini,888,6198.0,IPR031424,,,
A0A074ZR32,Protein quiver,Opisthorchis viverrini,159,6198.0,IPR031424,,,
A0A074ZT42,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,109,6198.0,IPR045860,,,
A0A074ZUK3,receptor protein serine/threonine kinase,Opisthorchis viverrini,619,6198.0,IPR045860,,,
A0A074ZVY4,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,202,6198.0,IPR045860,,,
A0A074ZW66,receptor protein serine/threonine kinase,Opisthorchis viverrini,1055,6198.0,IPR045860,,,
A0A075A830,Protein quiver,Opisthorchis viverrini,146,6198.0,IPR031424,,,
A0A075AC88,receptor protein serine/threonine kinase,Opisthorchis viverrini,821,6198.0,IPR045860,,,
A0A075ACV8,receptor protein serine/threonine kinase,Opisthorchis viverrini,656,6198.0,IPR045860,,,
A0A075AHH9,UPAR/Ly6 domain-containing protein qvr,Opisthorchis viverrini,147,6198.0,IPR031424,,,
A0A075AIY4,Snake toxin/toxin-like domain-containing protein,Opisthorchis viverrini,192,6198.0,IPR035076,IPR045860,,
A0A075F964,CD59-like protein,Fasciola hepatica,121,6192.0,IPR045860,,,
A0A075F9M7,Snake toxin/toxin-like domain-containing protein,Fasciola hepatica (Liver fluke),127,6192.0,IPR035076,IPR045860,,
A0A075FAX4,CD59-like protein,Fasciola hepatica,122,6192.0,IPR045860,,,
A0A075LYR2,Serine/threonine-protein kinase receptor,Paracentrotus lividus,534,7656.0,IPR045860,,,
A0A076KUZ9,Protein quiver,Nephila pilipes (Giant wood spider),157,,IPR031424,,,
A0A076V5Y0,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),130,9823.0,IPR016054,IPR035076,IPR045860,
A0A077H0T0,SSHCSHL338,Channa striata,88,64152.0,IPR045860,,,
A0A077YZ22,Protein quiver,Trichuris trichiura (Whipworm),148,,IPR031424,,,
A0A077Z0B6,Protein quiver,Trichuris trichiura,160,36087.0,IPR045860,,,
A0A077Z1P3,receptor protein serine/threonine kinase,Trichuris trichiura,509,36087.0,IPR045860,,,
A0A077Z526,receptor protein serine/threonine kinase,Trichuris trichiura,489,36087.0,IPR045860,,,
A0A077Z8A9,Activin types I and II receptor domain-containing protein,Trichuris trichiura,142,36087.0,IPR045860,,,
A0A077ZE94,receptor protein serine/threonine kinase,Trichuris trichiura,547,36087.0,IPR045860,,,
A0A077ZFN5,Protein quiver,Trichuris trichiura (Whipworm),160,,IPR031424,,,
A0A077ZG91,Protein sleepless,Trichuris trichiura (Whipworm),127,36087.0,IPR031424,IPR045860,,
A0A084V9Z3,DUF753 domain-containing protein,Anopheles sinensis,694,74873.0,IPR045860,,,
A0A084VDE1,AGAP011412-PA-like protein,Anopheles sinensis (Mosquito),141,,IPR031424,,,
A0A084VF32,receptor protein serine/threonine kinase,Anopheles sinensis,533,74873.0,IPR045860,,,
A0A084VIW5,Serine/threonine-protein kinase receptor,Anopheles sinensis,496,74873.0,IPR045860,,,
A0A084W1Q1,AGAP013137-PA-like protein,Anopheles sinensis,150,74873.0,IPR045860,,,
A0A084W4S3,Serine/threonine-protein kinase receptor,Anopheles sinensis,527,74873.0,IPR045860,,,
A0A084W7P2,AGAP008640-PA-like protein,Anopheles sinensis (Mosquito),150,,IPR031424,,,
A0A084W7P3,AGAP008641-PA-like protein,Anopheles sinensis (Mosquito),154,,IPR031424,,,
A0A084W7P4,AGAP008642-PA-like protein,Anopheles sinensis (Mosquito),151,,IPR031424,,,
A0A084W8A5,AGAP008115-PA-like protein,Anopheles sinensis (Mosquito),188,,IPR031424,,,
A0A084W8A9,Uncharacterized protein,Anopheles sinensis (Mosquito),131,,IPR031424,,,
A0A084W8B0,AGAP008113-PA-like protein,Anopheles sinensis (Mosquito),143,74873.0,IPR031424,IPR045860,,
A0A084W8B1,AGAP008113-PA-like protein,Anopheles sinensis (Mosquito),143,74873.0,IPR031424,IPR045860,,
A0A084WEZ7,Phenoloxidase-activating factor 2,Anopheles sinensis,1446,74873.0,IPR045860,,,
A0A084WF22,AGAP000021-PA-like protein,Anopheles sinensis,134,74873.0,IPR045860,,,
A0A084WKN1,Serine/threonine-protein kinase receptor,Anopheles sinensis,970,74873.0,IPR045860,,,
A0A084WNF5,Uncharacterized protein,Anopheles sinensis (Mosquito),177,,IPR031424,,,
A0A085LRL9,Protein quiver,Trichuris suis (pig whipworm),173,,IPR031424,,,
A0A085LVK1,receptor protein serine/threonine kinase,Trichuris suis,508,68888.0,IPR045860,,,
A0A085LY60,Uncharacterized protein,Trichuris suis (pig whipworm),498,,IPR031424,,,
A0A085M2S8,receptor protein serine/threonine kinase,Trichuris suis,1612,68888.0,IPR045860,,,
A0A085M5C6,receptor protein serine/threonine kinase,Trichuris suis,544,68888.0,IPR045860,,,
A0A085M954,Activin types I and II receptor domain-containing protein,Trichuris suis,175,68888.0,IPR045860,,,
A0A085MEP0,receptor protein serine/threonine kinase,Trichuris suis,756,68888.0,IPR045860,,,
A0A085MXG0,Uncharacterized protein,Trichuris suis,182,68888.0,IPR045860,,,
A0A085N0D3,receptor protein serine/threonine kinase,Trichuris suis,540,68888.0,IPR045860,,,
A0A085NCL3,receptor protein serine/threonine kinase,Trichuris suis,1607,68888.0,IPR045860,,,
A0A085NDT4,Protein quiver,Trichuris suis,174,68888.0,IPR045860,,,
A0A085NF51,receptor protein serine/threonine kinase,Trichuris suis,737,68888.0,IPR045860,,,
A0A085NHU0,receptor protein serine/threonine kinase,Trichuris suis,1649,68888.0,IPR045860,,,
A0A085NLC9,Uncharacterized protein,Trichuris suis (pig whipworm),150,,IPR031424,,,
A0A087QH05,TGF-beta receptor type-1,Aptenodytes forsteri,438,9233.0,IPR045860,,,
A0A087QH93,receptor protein serine/threonine kinase,Aptenodytes forsteri,511,9233.0,IPR045860,,,
A0A087QHT8,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),209,9233.0,IPR016054,IPR045860,,
A0A087QIP5,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),125,9233.0,IPR016054,IPR045860,,
A0A087QJP4,Serine/threonine-protein kinase receptor,Aptenodytes forsteri,503,9233.0,IPR045860,,,
A0A087QJY8,CD59 glycoprotein,Aptenodytes forsteri (Emperor penguin),117,9233.0,IPR016054,IPR045860,,
A0A087QQ62,Ly6/PLAUR domain-containing protein 6B,Aptenodytes forsteri (Emperor penguin),156,9233.0,IPR039457,IPR045860,,
A0A087QQ63,Ly6/PLAUR domain-containing protein 6,Aptenodytes forsteri (Emperor penguin),137,9233.0,IPR039457,IPR045860,,
A0A087QQ78,Activin receptor type-1C,Aptenodytes forsteri,477,9233.0,IPR045860,,,
A0A087QQ79,Activin receptor type-1,Aptenodytes forsteri,402,9233.0,IPR045860,,,
A0A087QQZ9,receptor protein serine/threonine kinase,Aptenodytes forsteri,421,9233.0,IPR045860,,,
A0A087QU69,BMP and activin membrane-bound inhibitor homolog,Aptenodytes forsteri,236,9233.0,IPR045860,,,
A0A087R142,Uncharacterized protein,Aptenodytes forsteri,107,9233.0,IPR045860,,,
A0A087R7J0,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),103,9233.0,IPR016054,IPR035076,IPR045860,
A0A087R7J1,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),112,9233.0,IPR016054,IPR035076,IPR045860,
A0A087R7J2,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),109,9233.0,IPR016054,IPR035076,IPR045860,
A0A087R7J3,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),109,9233.0,IPR016054,IPR035076,IPR045860,
A0A087R7J4,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),110,9233.0,IPR016054,IPR035076,IPR045860,
A0A087R7J5,Snake toxin/toxin-like domain-containing protein,Aptenodytes forsteri (Emperor penguin),78,9233.0,IPR035076,IPR045860,,
A0A087RCG9,Bone morphogenetic protein receptor type-2,Aptenodytes forsteri,1031,9233.0,IPR045860,,,
A0A087RIF6,Serine/threonine-protein kinase receptor,Aptenodytes forsteri,502,9233.0,IPR045860,,,
A0A087RK12,Serine/threonine-protein kinase receptor,Aptenodytes forsteri,497,9233.0,IPR045860,,,
A0A087SZE2,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),152,407821.0,IPR031424,IPR045860,,
A0A087SZE3,Protein quiver,Stegodyphus mimosarum (African social velvet spider),86,,IPR031424,,,
A0A087SZL6,BMP and activin membrane-bound inhibitor N-terminal domain-containing protein,Stegodyphus mimosarum,205,407821.0,IPR045860,,,
A0A087T0L6,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),148,,IPR031424,,,
A0A087T9I2,Protein sleepless,Stegodyphus mimosarum (African social velvet spider),141,,IPR031424,,,
A0A087T9S8,Serine/threonine-protein kinase receptor,Stegodyphus mimosarum,554,407821.0,IPR045860,,,
A0A087TBX2,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),146,,IPR031424,,,
A0A087TKJ5,Serine/threonine-protein kinase receptor,Stegodyphus mimosarum,1005,407821.0,IPR045860,,,
A0A087TLJ7,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),156,407821.0,IPR031424,IPR045860,,
A0A087TWH3,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),141,,IPR031424,,,
A0A087TWU8,Protein sleepless,Stegodyphus mimosarum (African social velvet spider),150,,IPR031424,,,
A0A087U2R7,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),144,,IPR031424,,,
A0A087UCE6,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),132,,IPR031424,,,
A0A087UEG3,Serine/threonine-protein kinase receptor,Stegodyphus mimosarum,524,407821.0,IPR045860,,,
A0A087UI23,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),123,,IPR031424,,,
A0A087UMI9,receptor protein serine/threonine kinase,Stegodyphus mimosarum,330,407821.0,IPR045860,,,
A0A087UNJ1,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),123,,IPR031424,,,
A0A087UPB7,Serine/threonine-protein kinase receptor,Stegodyphus mimosarum,526,407821.0,IPR045860,,,
A0A087UTH0,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),131,,IPR031424,,,
A0A087UUH5,UPAR/Ly6 domain-containing protein,Stegodyphus mimosarum,121,407821.0,IPR045860,,,
A0A087UV32,Activin types I and II receptor domain-containing protein,Stegodyphus mimosarum,256,407821.0,IPR045860,,,
A0A087V3M0,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),109,100784.0,IPR016054,IPR035076,IPR045860,
A0A087V5W2,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),104,100784.0,IPR016054,IPR035076,IPR045860,
A0A087V8A6,Bone morphogenetic protein receptor type-2,Balearica regulorum gibbericeps,1031,100784.0,IPR045860,,,
A0A087V8S6,Serine/threonine-protein kinase receptor,Balearica regulorum gibbericeps,498,100784.0,IPR045860,,,
A0A087V9W0,BMP and activin membrane-bound inhibitor homolog,Balearica regulorum gibbericeps,224,100784.0,IPR045860,,,
A0A087VDQ2,Serine/threonine-protein kinase receptor,Balearica regulorum gibbericeps,497,100784.0,IPR045860,,,
A0A087VE32,receptor protein serine/threonine kinase,Balearica regulorum gibbericeps,511,100784.0,IPR045860,,,
A0A087VG83,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),106,100784.0,IPR016054,IPR035076,IPR045860,
A0A087VKX6,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),109,100784.0,IPR016054,IPR035076,IPR045860,
A0A087VKX7,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),112,100784.0,IPR016054,IPR035076,IPR045860,
A0A087VKX8,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),86,100784.0,IPR016054,IPR035076,IPR045860,
A0A087VNH5,receptor protein serine/threonine kinase,Balearica regulorum gibbericeps,454,100784.0,IPR045860,,,
A0A087VQF6,Phospholipase A2 inhibitor 25 kDa subunit,Balearica regulorum gibbericeps (East African grey crowned-crane),209,100784.0,IPR016054,IPR045860,,
A0A087VR10,Ly6/PLAUR domain-containing protein 6,Balearica regulorum gibbericeps (East African grey crowned-crane),137,100784.0,IPR039457,IPR045860,,
A0A087VWY1,Expressed protein,Echinococcus multilocularis (Fox tapeworm),128,6211.0,IPR031424,IPR045860,,
A0A087VYC7,Expressed conserved protein,Echinococcus multilocularis (Fox tapeworm),202,,IPR031424,,,
A0A087W2E6,Low affinity cationic amino acid transporter,Echinococcus multilocularis,107,6211.0,IPR045860,,,
A0A087WNS9,Snake toxin/toxin-like domain-containing protein,Mus musculus (Mouse),57,10090.0,IPR035076,IPR045860,,
A0A087WNV7,Snake toxin/toxin-like domain-containing protein,Mus musculus (Mouse),123,10090.0,IPR035076,IPR045860,,
A0A087WNZ5,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),147,10090.0,IPR016054,IPR045860,IPR051445,
A0A087WPI6,Snake toxin/toxin-like domain-containing protein,Mus musculus (Mouse),111,10090.0,IPR035076,IPR045860,,
A0A087WPW7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),78,,IPR016054,IPR051445,,
A0A087WPY4,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),130,10090.0,IPR016054,IPR035076,IPR045860,
A0A087WQ65,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),113,10090.0,IPR016054,IPR035076,IPR045860,
A0A087WQL5,Snake toxin/toxin-like domain-containing protein,Mus musculus (Mouse),107,10090.0,IPR035076,IPR045860,,
A0A087WQT1,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),134,10090.0,IPR016054,IPR045860,IPR051445,
A0A087WQU7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),115,10090.0,IPR016054,IPR035076,IPR045860,
A0A087WRG9,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),81,10090.0,IPR016054,IPR045860,IPR051445,
A0A087WRP7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),111,10090.0,IPR016054,IPR045860,IPR051445,
A0A087WRX0,Snake toxin/toxin-like domain-containing protein,Mus musculus (Mouse),87,10090.0,IPR035076,IPR045860,,
A0A087WRZ2,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),117,10090.0,IPR016054,IPR035076,IPR045860,
A0A087WVM2,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),437,9606.0,IPR016054,IPR045860,,
A0A087WYG6,Snake toxin/toxin-like domain-containing protein,Homo sapiens (Human),84,9606.0,IPR035076,IPR045860,,
A0A087WZS0,Snake toxin/toxin-like domain-containing protein,Homo sapiens (Human),82,9606.0,IPR035076,IPR045860,,
A0A087X399,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),215,48698.0,IPR016054,IPR035076,IPR045860,
A0A087X3A4,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),202,48698.0,IPR016054,IPR035076,IPR045860,
A0A087X3H6,Serine/threonine-protein kinase receptor,Poecilia formosa,538,48698.0,IPR045860,,,
A0A087X7F5,UPAR/Ly6 domain-containing protein,Poecilia formosa,136,48698.0,IPR045860,,,
A0A087X887,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),126,48698.0,IPR016054,IPR045860,,
A0A087X898,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),133,48698.0,IPR016054,IPR045860,,
A0A087XB26,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),124,48698.0,IPR016054,IPR045860,,
A0A087XC65,LY6/PLAUR domain containing 6,Poecilia formosa (Amazon molly),169,48698.0,IPR039457,IPR045860,,
A0A087XDU1,Activin receptor type-1,Poecilia formosa,685,48698.0,IPR045860,,,
A0A087XDY1,BMP and activin membrane-bound inhibitor homolog,Poecilia formosa,260,48698.0,IPR045860,,,
A0A087XFP7,Serine/threonine-protein kinase receptor,Poecilia formosa,521,48698.0,IPR045860,,,
A0A087XG61,receptor protein serine/threonine kinase,Poecilia formosa,1041,48698.0,IPR045860,,,
A0A087XGQ6,Serine/threonine-protein kinase receptor,Poecilia formosa,514,48698.0,IPR045860,,,
A0A087XJ37,LY6/PLAUR domain containing 1,Poecilia formosa,114,48698.0,IPR045860,,,
A0A087XJP7,MAC-inhibitory protein,Poecilia formosa (Amazon molly),117,48698.0,IPR016054,IPR045860,,
A0A087XJR2,Serine/threonine-protein kinase receptor,Poecilia formosa,536,48698.0,IPR045860,,,
A0A087XNA0,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),207,48698.0,IPR016054,IPR035076,IPR045860,
A0A087XQ44,receptor protein serine/threonine kinase,Poecilia formosa,493,48698.0,IPR045860,,,
A0A087XQB2,receptor protein serine/threonine kinase,Poecilia formosa,517,48698.0,IPR045860,,,
A0A087XR96,TGF-beta receptor type-2,Poecilia formosa,593,48698.0,IPR045860,,,
A0A087XTQ2,receptor protein serine/threonine kinase,Poecilia formosa,495,48698.0,IPR045860,,,
A0A087XWA7,MAC-inhibitory protein,Poecilia formosa (Amazon molly),123,48698.0,IPR016054,IPR045860,,
A0A087Y2N1,MAC-inhibitory protein,Poecilia formosa (Amazon molly),118,48698.0,IPR016054,IPR045860,,
A0A087Y5Q4,Serine/threonine-protein kinase receptor,Poecilia formosa,522,48698.0,IPR045860,,,
A0A087Y6H1,LY6/PLAUR domain containing 1,Poecilia formosa,134,48698.0,IPR045860,,,
A0A087YDE8,receptor protein serine/threonine kinase,Poecilia formosa,1009,48698.0,IPR045860,,,
A0A087YEG2,Serine/threonine-protein kinase receptor,Poecilia formosa,500,48698.0,IPR045860,,,
A0A087YFA6,receptor protein serine/threonine kinase,Poecilia formosa,501,48698.0,IPR045860,,,
A0A087YG53,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),107,48698.0,IPR016054,IPR045860,,
A0A087YKR0,receptor protein serine/threonine kinase,Poecilia formosa,543,48698.0,IPR045860,,,
A0A087YPH5,receptor protein serine/threonine kinase,Poecilia formosa,539,48698.0,IPR045860,,,
A0A088DKH8,Anti-Muellerian hormone type-2 receptor,Rattus norvegicus,429,10116.0,IPR045860,,,
A0A089MX19,receptor protein serine/threonine kinase,Lytechinus variegatus,616,7654.0,IPR045860,,,
A0A090KQS6,receptor protein serine/threonine kinase,Strongyloides ratti,672,34506.0,IPR045860,,,
A0A090KUG8,Uncharacterized protein,Strongyloides ratti,122,34506.0,IPR045860,,,
