protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
A0A067RRM3,BMP and activin membrane-bound inhibitor C-terminal domain-containing protein,136037,Zootermopsis nevadensis,337,1,78,InterPro:IPR045860,BMP and activin membrane-bound inhibitor C-terminal domain-containing protein
A0A068CNG1,receptor protein serine/threonine kinase,442651,Hofstenia miamia,745,45,127,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A068WGY6,Snake toxin/toxin-like domain-containing protein,6210,Echinococcus granulosus,115,25,91,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A068WMH4,Expressed protein,6210,Echinococcus granulosus,168,37,139,InterPro:IPR045860,Expressed protein
A0A068WRH1,Expressed conserved protein,6210,Echinococcus granulosus,144,23,124,InterPro:IPR045860,Expressed conserved protein
A0A068WWP5,Expressed protein,6210,Echinococcus granulosus,128,20,106,InterPro:IPR045860,Expressed protein
A0A068X2C6,Low affinity cationic amino acid transporter,6210,Echinococcus granulosus,107,1,74,InterPro:IPR045860,Low affinity cationic amino acid transporter
A0A068Y266,Expressed conserved protein,6211,Echinococcus multilocularis,144,23,124,InterPro:IPR045860,Expressed conserved protein
A0A068Y7F1,Expressed protein,6211,Echinococcus multilocularis,160,37,131,InterPro:IPR045860,Expressed protein
A0A068YEY1,Snake toxin/toxin-like domain-containing protein,6211,Echinococcus multilocularis,115,25,91,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A074YXH7,UPAR/Ly6 domain-containing protein,6198,Opisthorchis viverrini,125,25,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A074Z3A9,UPAR/Ly6 domain-containing protein,6198,Opisthorchis viverrini,143,19,117,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A074Z612,Uncharacterized protein,6198,Opisthorchis viverrini,119,45,115,InterPro:IPR045860,Uncharacterized protein
A0A074ZFN4,UPAR/Ly6 domain-containing protein,6198,Opisthorchis viverrini,195,116,168,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A074ZJT7,Uncharacterized protein,6198,Opisthorchis viverrini,106,8,45,InterPro:IPR045860,Uncharacterized protein
A0A074ZT42,UPAR/Ly6 domain-containing protein,6198,Opisthorchis viverrini,109,25,96,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A074ZUK3,receptor protein serine/threonine kinase,6198,Opisthorchis viverrini,619,10,106,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A074ZVY4,UPAR/Ly6 domain-containing protein,6198,Opisthorchis viverrini,202,118,188,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A074ZW66,receptor protein serine/threonine kinase,6198,Opisthorchis viverrini,1055,127,198,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A075AC88,receptor protein serine/threonine kinase,6198,Opisthorchis viverrini,821,37,111,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A075ACV8,receptor protein serine/threonine kinase,6198,Opisthorchis viverrini,656,1,84,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A075AIY4,Snake toxin/toxin-like domain-containing protein,6198,Opisthorchis viverrini,192,52,127,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A075F964,CD59-like protein,6192,Fasciola hepatica,121,20,96,InterPro:IPR045860,CD59-like protein
A0A075F9M7,Snake toxin/toxin-like domain-containing protein,6192,Fasciola hepatica,127,24,99,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A075FAX4,CD59-like protein,6192,Fasciola hepatica,122,25,100,InterPro:IPR045860,CD59-like protein
A0A075LYR2,Serine/threonine-protein kinase receptor,7656,Paracentrotus lividus,534,41,131,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A076V5Y0,UPAR/Ly6 domain-containing protein,9823,Sus scrofa,130,13,100,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A077H0T0,SSHCSHL338,64152,Channa striata,88,18,87,InterPro:IPR045860,SSHCSHL338
A0A077Z0B6,Protein quiver,36087,Trichuris trichiura,160,53,137,InterPro:IPR045860,Protein quiver
A0A077Z1P3,receptor protein serine/threonine kinase,36087,Trichuris trichiura,509,8,107,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A077Z526,receptor protein serine/threonine kinase,36087,Trichuris trichiura,489,2,75,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A077Z8A9,Activin types I and II receptor domain-containing protein,36087,Trichuris trichiura,142,16,98,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A077ZE94,receptor protein serine/threonine kinase,36087,Trichuris trichiura,547,102,202,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A077ZG91,Protein sleepless,36087,Trichuris trichiura,127,14,106,InterPro:IPR045860,Protein sleepless
A0A084V9Z3,DUF753 domain-containing protein,74873,Anopheles sinensis,694,491,565,InterPro:IPR045860,DUF753 domain-containing protein
A0A084V9Z3,DUF753 domain-containing protein,74873,Anopheles sinensis,694,330,404,InterPro:IPR045860,DUF753 domain-containing protein
A0A084VF32,receptor protein serine/threonine kinase,74873,Anopheles sinensis,533,21,132,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A084VIW5,Serine/threonine-protein kinase receptor,74873,Anopheles sinensis,496,9,107,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A084W1Q1,AGAP013137-PA-like protein,74873,Anopheles sinensis,150,23,126,InterPro:IPR045860,AGAP013137-PA-like protein
A0A084W4S3,Serine/threonine-protein kinase receptor,74873,Anopheles sinensis,527,58,140,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A084W8B0,AGAP008113-PA-like protein,74873,Anopheles sinensis,143,23,122,InterPro:IPR045860,AGAP008113-PA-like protein
A0A084W8B1,AGAP008113-PA-like protein,74873,Anopheles sinensis,143,23,122,InterPro:IPR045860,AGAP008113-PA-like protein
A0A084WEZ7,Phenoloxidase-activating factor 2,74873,Anopheles sinensis,1446,27,124,InterPro:IPR045860,Phenoloxidase-activating factor 2
A0A084WF22,AGAP000021-PA-like protein,74873,Anopheles sinensis,134,9,102,InterPro:IPR045860,AGAP000021-PA-like protein
A0A084WKN1,Serine/threonine-protein kinase receptor,74873,Anopheles sinensis,970,71,187,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A085LVK1,receptor protein serine/threonine kinase,68888,Trichuris suis,508,8,107,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085M2S8,receptor protein serine/threonine kinase,68888,Trichuris suis,1612,61,161,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085M5C6,receptor protein serine/threonine kinase,68888,Trichuris suis,544,43,146,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085M954,Activin types I and II receptor domain-containing protein,68888,Trichuris suis,175,15,100,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A085MEP0,receptor protein serine/threonine kinase,68888,Trichuris suis,756,39,131,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085MXG0,Uncharacterized protein,68888,Trichuris suis,182,55,138,InterPro:IPR045860,Uncharacterized protein
A0A085N0D3,receptor protein serine/threonine kinase,68888,Trichuris suis,540,40,139,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085NCL3,receptor protein serine/threonine kinase,68888,Trichuris suis,1607,61,161,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085NDT4,Protein quiver,68888,Trichuris suis,174,28,150,InterPro:IPR045860,Protein quiver
A0A085NF51,receptor protein serine/threonine kinase,68888,Trichuris suis,737,39,131,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A085NHU0,receptor protein serine/threonine kinase,68888,Trichuris suis,1649,1328,1431,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A087QH05,TGF-beta receptor type-1,9233,Aptenodytes forsteri,438,1,82,InterPro:IPR045860,TGF-beta receptor type-1
A0A087QH93,receptor protein serine/threonine kinase,9233,Aptenodytes forsteri,511,35,131,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A087QHT8,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,209,95,179,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087QHT8,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,209,2,87,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087QIP5,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,125,5,92,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087QJP4,Serine/threonine-protein kinase receptor,9233,Aptenodytes forsteri,503,10,110,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087QJY8,CD59 glycoprotein,9233,Aptenodytes forsteri,117,24,100,InterPro:IPR045860,CD59 glycoprotein
A0A087QQ62,Ly6/PLAUR domain-containing protein 6B,9233,Aptenodytes forsteri,156,32,119,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6B
A0A087QQ63,Ly6/PLAUR domain-containing protein 6,9233,Aptenodytes forsteri,137,35,122,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A087QQ78,Activin receptor type-1C,9233,Aptenodytes forsteri,477,1,72,InterPro:IPR045860,Activin receptor type-1C
A0A087QQ79,Activin receptor type-1,9233,Aptenodytes forsteri,402,8,94,InterPro:IPR045860,Activin receptor type-1
A0A087QQZ9,receptor protein serine/threonine kinase,9233,Aptenodytes forsteri,421,1,45,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A087QU69,BMP and activin membrane-bound inhibitor homolog,9233,Aptenodytes forsteri,236,1,100,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A087R142,Uncharacterized protein,9233,Aptenodytes forsteri,107,17,104,InterPro:IPR045860,Uncharacterized protein
A0A087R7J0,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,103,18,99,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087R7J1,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,112,4,84,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087R7J2,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,109,2,82,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087R7J3,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,109,1,81,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087R7J4,UPAR/Ly6 domain-containing protein,9233,Aptenodytes forsteri,110,1,83,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087R7J5,Snake toxin/toxin-like domain-containing protein,9233,Aptenodytes forsteri,78,1,78,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087RCG9,Bone morphogenetic protein receptor type-2,9233,Aptenodytes forsteri,1031,19,121,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A087RIF6,Serine/threonine-protein kinase receptor,9233,Aptenodytes forsteri,502,9,108,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087RK12,Serine/threonine-protein kinase receptor,9233,Aptenodytes forsteri,497,1,110,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087SZE2,Uncharacterized protein,407821,Stegodyphus mimosarum,152,47,125,InterPro:IPR045860,Uncharacterized protein
A0A087SZL6,BMP and activin membrane-bound inhibitor N-terminal domain-containing protein,407821,Stegodyphus mimosarum,205,21,117,InterPro:IPR045860,BMP and activin membrane-bound inhibitor N-terminal domain-containing protein
A0A087T9S8,Serine/threonine-protein kinase receptor,407821,Stegodyphus mimosarum,554,28,131,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087TKJ5,Serine/threonine-protein kinase receptor,407821,Stegodyphus mimosarum,1005,7,107,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087TLJ7,Uncharacterized protein,407821,Stegodyphus mimosarum,156,18,72,InterPro:IPR045860,Uncharacterized protein
A0A087UEG3,Serine/threonine-protein kinase receptor,407821,Stegodyphus mimosarum,524,36,134,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087UMI9,receptor protein serine/threonine kinase,407821,Stegodyphus mimosarum,330,23,108,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A087UPB7,Serine/threonine-protein kinase receptor,407821,Stegodyphus mimosarum,526,30,133,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087UUH5,UPAR/Ly6 domain-containing protein,407821,Stegodyphus mimosarum,121,16,113,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087UV32,Activin types I and II receptor domain-containing protein,407821,Stegodyphus mimosarum,256,22,119,InterPro:IPR045860,Activin types I and II receptor domain-containing protein
A0A087V3M0,UPAR/Ly6 domain-containing protein,100784,Balearica regulorum gibbericeps,109,1,81,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087V5W2,UPAR/Ly6 domain-containing protein,100784,Balearica regulorum gibbericeps,104,1,77,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087V8A6,Bone morphogenetic protein receptor type-2,100784,Balearica regulorum gibbericeps,1031,19,121,InterPro:IPR045860,Bone morphogenetic protein receptor type-2
A0A087V8S6,Serine/threonine-protein kinase receptor,100784,Balearica regulorum gibbericeps,498,5,104,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087V9W0,BMP and activin membrane-bound inhibitor homolog,100784,Balearica regulorum gibbericeps,224,1,99,InterPro:IPR045860,BMP and activin membrane-bound inhibitor homolog
A0A087VDQ2,Serine/threonine-protein kinase receptor,100784,Balearica regulorum gibbericeps,497,1,110,InterPro:IPR045860,Serine/threonine-protein kinase receptor
A0A087VE32,receptor protein serine/threonine kinase,100784,Balearica regulorum gibbericeps,511,35,131,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A087VG83,UPAR/Ly6 domain-containing protein,100784,Balearica regulorum gibbericeps,106,1,83,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087VKX6,UPAR/Ly6 domain-containing protein,100784,Balearica regulorum gibbericeps,109,2,82,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087VKX7,UPAR/Ly6 domain-containing protein,100784,Balearica regulorum gibbericeps,112,5,84,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087VKX8,UPAR/Ly6 domain-containing protein,100784,Balearica regulorum gibbericeps,86,1,82,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087VNH5,receptor protein serine/threonine kinase,100784,Balearica regulorum gibbericeps,454,1,78,InterPro:IPR045860,receptor protein serine/threonine kinase
A0A087VQF6,Phospholipase A2 inhibitor 25 kDa subunit,100784,Balearica regulorum gibbericeps,209,95,178,InterPro:IPR045860,Phospholipase A2 inhibitor 25 kDa subunit
A0A087VQF6,Phospholipase A2 inhibitor 25 kDa subunit,100784,Balearica regulorum gibbericeps,209,1,86,InterPro:IPR045860,Phospholipase A2 inhibitor 25 kDa subunit
A0A087VR10,Ly6/PLAUR domain-containing protein 6,100784,Balearica regulorum gibbericeps,137,35,122,InterPro:IPR045860,Ly6/PLAUR domain-containing protein 6
A0A087VWY1,Expressed protein,6211,Echinococcus multilocularis,128,20,106,InterPro:IPR045860,Expressed protein
A0A087W2E6,Low affinity cationic amino acid transporter,6211,Echinococcus multilocularis,107,1,74,InterPro:IPR045860,Low affinity cationic amino acid transporter
A0A087WNS9,Snake toxin/toxin-like domain-containing protein,10090,Mus musculus,57,19,57,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087WNV7,Snake toxin/toxin-like domain-containing protein,10090,Mus musculus,123,60,117,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087WNZ5,UPAR/Ly6 domain-containing protein,10090,Mus musculus,147,26,106,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WPI6,Snake toxin/toxin-like domain-containing protein,10090,Mus musculus,111,60,108,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087WPY4,UPAR/Ly6 domain-containing protein,10090,Mus musculus,130,19,101,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WQ65,UPAR/Ly6 domain-containing protein,10090,Mus musculus,113,41,113,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WQL5,Snake toxin/toxin-like domain-containing protein,10090,Mus musculus,107,46,105,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087WQT1,UPAR/Ly6 domain-containing protein,10090,Mus musculus,134,26,109,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WQU7,UPAR/Ly6 domain-containing protein,10090,Mus musculus,115,8,87,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WRG9,UPAR/Ly6 domain-containing protein,10090,Mus musculus,81,24,63,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WRP7,UPAR/Ly6 domain-containing protein,10090,Mus musculus,111,26,107,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WRX0,Snake toxin/toxin-like domain-containing protein,10090,Mus musculus,87,8,61,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087WRZ2,UPAR/Ly6 domain-containing protein,10090,Mus musculus,117,40,117,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WVM2,UPAR/Ly6 domain-containing protein,9606,Homo sapiens,437,129,201,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WVM2,UPAR/Ly6 domain-containing protein,9606,Homo sapiens,437,323,380,InterPro:IPR045860,UPAR/Ly6 domain-containing protein
A0A087WYG6,Snake toxin/toxin-like domain-containing protein,9606,Homo sapiens,84,12,84,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
A0A087WZS0,Snake toxin/toxin-like domain-containing protein,9606,Homo sapiens,82,12,82,InterPro:IPR045860,Snake toxin/toxin-like domain-containing protein
