identifier,group,oligomeric_state,last_common_ancestor,length
A0A851DHZ3_IPR045860_1_22-96,none,monomer,genus:Todus,72-95
A0A8B6E4H4_IPR045860_2_107-175,none,multimer,genus:Mytilus,50-72
A0A8C4DJB0_IPR045860_1_37-117,none,mixture,class:Actinopteri,72-95
A0A8C4YYA3_IPR045860_1_25-138,none,monomer,order:Gadiformes,95-117
A0A8C5HZX1_IPR045860_3_20-103,none,multimer,genus:Gouania,72-95
A0A8C5QXN3_IPR045860_1_22-97,Ly6,monomer,genus:Leptobrachium,72-95
A0A8C6T176_IPR045860_1_42-110,none,monomer,genus:Neogobius,50-72
A0A8C7UBZ2_IPR045860_2_18-111,none,multimer,family:Salmonidae,72-95
A0A8C9TGN1_IPR045860_1_85-156,mixture,monomer,genus:Scleropages,50-72
A0A8D8YY88_IPR045860_1_69-165,none,monomer,family:Psyllidae,95-117
A0A8J0TC19_IPR045860_1_112-201,Ly6,mixture,genus:Xenopus,72-95
A0A8J5JHC8_IPR045860_1_60-153,Ly6,monomer,genus:Homarus,72-95
A0A8J6JZ52_IPR045860_1_7-91,Ly6,mixture,order:Anura,72-95
A0A8K0F1F3_IPR045860_1_130-215,none,monomer,genus:Branchiostoma,72-95
A0A8R1E9F7_IPR045860_1_50-124,none,monomer,genus:Caenorhabditis,72-95
A0A8S2JMN0_IPR045860_1_34-129,none,monomer,genus:Rotaria,72-95
A0A8S3RRA0_IPR045860_1_66-139,none,monomer,genus:Mytilus,72-95
A0A8S3ZAF9_IPR045860_1_24-110,none,monomer,genus:Candidula,72-95
A0A8T0DP98_IPR045860_1_21-90,none,monomer,genus:Paragonimus,50-72
A0A8T1N1B6_IPR045860_1_24-95,none,monomer,genus:Clonorchis,50-72
A0A8T2IS40_IPR045860_2_1-69,Ly6,multimer,genus:Hymenochirus,72-95
A0A913WWE8_IPR045860_1_18-97,none,monomer,genus:Exaiptasia,72-95
A0A913XNQ6_IPR045860_1_17-102,none,monomer,genus:Exaiptasia,72-95
A0A914ABQ8_IPR045860_1_1-99,none,monomer,order:Valvatida,95-117
A0A914IB16_IPR045860_1_25-110,none,monomer,genus:Globodera,72-95
A0A914KBF7_IPR045860_1_204-283,none,monomer,order:Rhabditida,72-95
A0A914US20_IPR045860_1_179-258,none,monomer,genus:Plectus,72-95
A0A914XN01_IPR045860_1_21-99,none,monomer,genus:Plectus,72-95
A0A915DFM2_IPR045860_1_17-103,none,monomer,genus:Ditylenchus,72-95
A0A922CDP5_IPR045860_1_34-110,none,monomer,genus:Manduca,72-95
A0A974CK52_IPR045860_1_1-59,none,monomer,genus:Xenopus,50-72
A0A974HQ17_IPR045860_1_17-88,Ly6,monomer,genus:Xenopus,50-72
A0A9C6SHR6_IPR045860_1_22-119,mixture,monomer,order:Hymenoptera,95-117
A0A9D3BG54_IPR045860_1_168-255,Ly6,mixture,genus:Nothobranchius,72-95
A0A9J6CEZ5_IPR045860_1_72-154,none,monomer,genus:Polypedilum,72-95
A0A9J7HGI7_IPR045860_1_21-126,none,monomer,genus:Branchiostoma,95-117
A0A9N7V3G7_IPR045860_1_19-82,none,monomer,genus:Pleuronectes,50-72
A0A9N9XKW5_IPR045860_1_23-115,none,monomer,family:Chrysomelidae,72-95
A0A9P1MLH7_IPR045860_1_16-102,none,monomer,genus:Auanema,72-95
A0A9Q0YBU0_IPR045860_1_19-138,none,monomer,phylum:Chordata,95-117
A0A9Q1DGW8_IPR045860_1_18-113,none,monomer,genus:Conger,95-117
A0A9W2YBD8_IPR045860_1_24-134,none,monomer,genus:Biomphalaria,95-117
A0A9W9Y813_IPR045860_1_3-81,none,monomer,genus:Desmophyllum,72-95
A0A9X0D0F9_IPR045860_1_23-104,none,monomer,genus:Desmophyllum,72-95
A0AA35KP15_IPR045860_1_110-197,mixture,multimer,genus:Podarcis,72-95
A0AA35P461_IPR045860_1_3-75,none,monomer,genus:Podarcis,72-95
A0AA35VVV8_IPR045860_1_89-139,Ly6,monomer,genus:Podarcis,50-72
A0AA36G3Q0_IPR045860_1_14-92,Ly6,monomer,genus:Mesorhabditis,72-95
A0AA36MF50_IPR045860_1_36-151,none,monomer,order:Rhabditida,95-117
A0AA39GVM8_IPR045860_2_38-128,none,multimer,genus:Steinernema,72-95
A0AA85JYS1_IPR045860_1_31-96,Ly6,monomer,genus:Trichobilharzia,50-72
A0AA88YR58_IPR045860_1_207-313,none,multimer,genus:Pinctada,95-117
A0AA97LGQ1_IPR045860_1_17-105,none,monomer,genus:Eublepharis,72-95
A0AAD1RWK3_IPR045860_1_315-438,none,multimer,genus:Pelobates,117-140
A0AAD1W705_IPR045860_1_52-101,Ly6,monomer,genus:Pelobates,50-72
A0AAD5R942_IPR045860_1_22-134,none,monomer,order:Rhabditida,95-117
A0AAD6FQA5_IPR045860_1_29-107,none,monomer,order:Perciformes,72-95
A0AAD9IWR0_IPR045860_1_66-166,none,monomer,genus:Paralvinella,95-117
A0AAD9NIP8_IPR045860_1_2-77,none,monomer,genus:Ridgeia,72-95
A0AAD9RW87_IPR045860_1_29-117,none,monomer,order:Hymenoptera,72-95
A0AAE0VXI9_IPR045860_1_9-102,none,monomer,genus:Potamilus,72-95
A0AAE8ZVT5_IPR045860_2_17-89,none,mixture,genus:Caenorhabditis,72-95
A0AAF3FD32_IPR045860_1_24-102,none,monomer,genus:Mesorhabditis,72-95
A0AAJ7SM78_IPR045860_1_2-56,none,monomer,genus:Petromyzon,50-72
A0AAJ7WIS8_IPR045860_1_26-114,none,monomer,genus:Galendromus,72-95
A0AAN4Z5Z9_IPR045860_1_36-112,none,monomer,genus:Pristionchus,72-95
A0AAN5D0M1_IPR045860_1_15-94,Quiver,monomer,genus:Pristionchus,72-95
A0AAN7P5H9_IPR045860_1_53-162,none,monomer,genus:Aquatica,95-117
A0AAN8I461_IPR045860_1_1-58,Ly6,monomer,genus:Champsocephalus,50-72
A0AAU7YDR7_IPR045860_1_57-123,none,monomer,genus:Nidirana,50-72
A0AAU9XNA6_IPR045860_1_20-121,none,monomer,genus:Pocillopora,95-117
A0AAV2ZIS0_IPR045860_1_111-199,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV4BPQ1_IPR045860_1_109-187,none,multimer,genus:Plakobranchus,72-95
A0AAV5T1P7_IPR045860_1_14-95,none,monomer,genus:Pristionchus,72-95
A0AAV5VD36_IPR045860_1_14-96,Ly6,monomer,genus:Pristionchus,72-95
A0AAV6Z5N0_IPR045860_1_60-145,Ly6,monomer,genus:Engystomops,72-95
A0AAV6ZQV5_IPR045860_1_255-355,SPF,multimer,genus:Engystomops,95-117
A0AAW0SVU8_IPR045860_1_116-210,none,monomer,genus:Scylla,72-95
A0AAW0ZJA8_IPR045860_1_30-134,none,monomer,order:Hymenoptera,95-117
A0AAW1TV66_IPR045860_1_21-90,none,monomer,genus:Henosepilachna,50-72
A0AAW1V497_IPR045860_1_13-94,none,monomer,genus:Henosepilachna,72-95
A0AAW2I651_IPR045860_1_60-163,none,monomer,genus:Menopon,95-117
A0AAY4CR45_IPR045860_1_21-99,none,monomer,genus:Denticeps,72-95
A0ABD2HDF8_IPR045860_1_31-108,none,mixture,family:Nototheniidae,72-95
A0ABD2NYW7_IPR045860_1_27-107,none,monomer,genus:Cryptolaemus,72-95
A0ABD6EXB5_IPR045860_1_40-116,none,monomer,genus:Gnathostoma,72-95
B5DU43_IPR045860_1_56-153,mixture,monomer,order:Diptera,95-117
C3ZZL6_IPR045860_1_583-641,none,monomer,genus:Branchiostoma,50-72
E0W192_IPR045860_1_7-95,mixture,monomer,order:Phthiraptera,72-95
F6YQ99_IPR045860_1_135-250,none,monomer,genus:Ornithorhynchus,95-117
F7ESG8_IPR045860_1_23-100,none,monomer,family:Pipidae,72-95
G3EPX6_IPR045860_1_20-76,none,monomer,genus:Plethodon,50-72
G7Y6Q5_IPR045860_1_42-95,Ly6,monomer,genus:Clonorchis,50-72
H2L2B5_IPR045860_1_7-93,none,monomer,genus:Caenorhabditis,72-95
H2YUL7_IPR045860_1_16-105,none,monomer,genus:Ciona,72-95
H9G8Z4_IPR045860_2_110-159,none,multimer,genus:Anolis,50-72
I3QKR6_IPR045860_1_26-113,none,monomer,genus:Ambystoma,72-95
K1QAX9_IPR045860_1_3-99,mixture,monomer,genus:Magallana,95-117
P0DPX7_IPR045860_1_20-103,Scoloptoxin,monomer,genus:Scolopendra,72-95
Q0GAW1_IPR045860_1_12-80,none,monomer,genus:Plethodon,50-72
Q4TFB9_IPR045860_1_25-136,none,monomer,genus:Tetraodon,95-117
Q7JQ37_IPR045860_1_65-172,none,monomer,order:Diptera,95-117
R7V0U2_IPR045860_1_51-167,none,monomer,genus:Capitella,95-117
T1J7G8_IPR045860_1_74-143,Ly6,monomer,genus:Strigamia,50-72
U3FYQ6_IPR045860_1_13-81,mixture,monomer,genus:Micrurus,50-72
Centipede3FTx_0002_61981,manually_annotated,monomer,class:Chilopoda,117-140
Centipede3FTx_0034_61981,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0066_1255758,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0098_984703,manually_annotated,monomer,class:Chilopoda,72-95
Centipede3FTx_0130_1255758,manually_annotated,monomer,class:Chilopoda,140-162
A0AAV0A2L5_IPR042339_1_1-124,Ly6,monomer,order:Rodentia,117-140
A0A0B8RSZ2_IPR003571_1_35-125,none,monomer,genus:Philothamnus,72-95
A0A194ARB6_IPR045860_1_14-86,mixture,monomer,family:Elapidae,72-95
A0A815MCD1_IPR045860_1_72-155,none,monomer,genus:Rotaria,72-95
A0A898IN70_IPR045860_1_13-81,3FTx,monomer,genus:Calliophis,50-72
A0A8C6XLE6_IPR045860_1_19-85,none,monomer,genus:Naja,50-72
A0A9P1MLX1_IPR003571_1_766-832,none,monomer,genus:Auanema,50-72
A7X3M9_IPR045860_1_10-83,3FTx,monomer,genus:Erythrolamprus,72-95
F5CPD9_IPR003571_1_22-82,3FTx,monomer,genus:Micrurus,50-72
P0CAR4_IPR045860_1_1-58,none,monomer,genus:Micrurus,50-72
P25679_IPR045860_1_1-64,none,monomer,genus:Naja,72-95
Q53B55_IPR045860_1_13-94,none,monomer,genus:Ophiophagus,72-95
Q9W727_IPR045860_1_12-86,none,monomer,family:Elapidae,72-95
R4G326_IPR045860_1_15-79,3FTx,monomer,genus:Pseudonaja,50-72
A0A8C6WA89_IPR026110_1_1-149,none,monomer,genus:Nannospalax,140-162
A0A0N8JV02_IPR045860_1_8-102,mixture,monomer,class:Actinopteri,72-95
A0A226N067_IPR045860_1_7-60,none,monomer,genus:Callipepla,50-72
A0A2G5UGY6_IPR045860_1_11-84,none,monomer,order:Rhabditida,50-72
A0A3P9H3P4_IPR016054_2_110-194,Ly6,multimer,genus:Oryzias,72-95
A0A3Q0R9C8_IPR016054_1_103-182,Ly6,multimer,genus:Amphilophus,72-95
A0A452QH48_IPR045860_1_18-78,none,monomer,genus:Ursus,50-72
A0A498NGS1_IPR016054_5_439-517,mixture,mixture,order:Cypriniformes,72-95
A0A4W2C649_IPR016054_1_12-94,Ly6,monomer,family:Bovidae,72-95
A0A564YU71_IPR045860_1_13-91,none,monomer,genus:Hymenolepis,72-95
A0A643BR30_IPR045860_1_4-67,none,monomer,genus:Balaenoptera,50-72
A0A667XBB8_IPR045860_1_18-92,none,monomer,genus:Myripristis,72-95
A0A6F9BFV0_IPR016054_1_54-147,Ly6,monomer,genus:Coregonus,72-95
A0A6I8RYL8_IPR045860_1_14-87,none,monomer,genus:Xenopus,72-95
A0A6J1VSS5_IPR016054_1_50-135,Ly6,monomer,genus:Notechis,72-95
A0A6J2QXU1_IPR045860_1_19-78,none,monomer,genus:Cottoperca,50-72
A0A6P6LHP9_IPR045860_1_19-82,none,monomer,class:Actinopteri,50-72
A0A6P6NCS0_IPR016054_2_20-107,none,multimer,genus:Carassius,72-95
A0A6P7MHC6_IPR016054_1_19-115,Ly6,multimer,genus:Betta,95-117
A0A7J6DF73_IPR016054_1_40-114,mixture,multimer,family:Cyprinidae,72-95
A0A7K6RB64_IPR016054_1_17-95,mixture,monomer,class:Aves,72-95
A0A813WFI4_IPR045860_1_18-101,none,monomer,genus:Brachionus,72-95
A0A814RWG3_IPR045860_1_38-112,none,monomer,genus:Brachionus,72-95
A0A8B6G592_IPR016054_2_59-148,mixture,multimer,genus:Mytilus,72-95
A0A8B8EU14_IPR016054_2_3021-3099,Ly6,multimer,family:Ostreidae,72-95
A0A8B8S347_IPR045860_1_60-137,mixture,monomer,order:Artiodactyla,72-95
A0A8C2HA06_IPR045860_2_101-158,none,multimer,genus:Cyprinus,50-72
A0A8C2RF78_IPR035076_1_32-90,none,monomer,genus:Capra,50-72
A0A8C3JMR5_IPR045860_1_1-66,none,monomer,genus:Calidris,50-72
A0A8C9RN70_IPR016054_1_30-116,none,multimer,genus:Scleropages,72-95
A0A8D0V4F3_IPR045860_1_18-86,none,monomer,genus:Sus,50-72
A0A8M9PCV3_IPR016054_1_18-108,Ly6,multimer,genus:Danio,72-95
A0A913YL48_IPR045860_1_20-97,none,monomer,genus:Exaiptasia,72-95
A0A974HGR1_IPR016054_1_21-108,Ly6,monomer,genus:Xenopus,72-95
A0A9D3S4Y4_IPR045860_1_18-86,none,monomer,genus:Anguilla,50-72
A0A9F5JD50_IPR045860_1_6-82,mixture,monomer,order:Squamata,72-95
A0AA36CMR3_IPR035076_1_65-122,none,monomer,genus:Mesorhabditis,50-72
A0AA88P663_IPR016054_1_136-221,none,multimer,genus:Cirrhinus,72-95
A0AAD9KJE7_IPR045860_1_2-100,none,monomer,genus:Ridgeia,95-117
A0AAN5DDC6_IPR045860_1_29-96,none,monomer,genus:Pristionchus,50-72
A0AAV6GAZ0_IPR016054_1_100-181,Ly6,multimer,genus:Alosa,72-95
A0AAV7UZW8_IPR045860_1_12-94,Ly6,monomer,genus:Pleurodeles,72-95
A0AAW0H639_IPR045860_1_20-102,none,monomer,class:Mammalia,72-95
A0ABD2Q404_IPR045860_1_19-88,none,monomer,genus:Cichlidogyrus,50-72
G3V0Z9_IPR045860_1_12-75,none,monomer,family:Hominidae,50-72
M3XSM3_IPR016054_1_21-111,Ly6,monomer,genus:Mustela,72-95
A0A061HZU9_IPR016054_5_570-643,mixture,mixture,order:Rodentia,72-95
A0A096LTF5_IPR016054_2_112-188,Ly6,multimer,genus:Poecilia,72-95
A0A0F7JHR5_IPR045860_2_115-198,Ly6,mixture,family:Salamandridae,72-95
A0A0H4AC90_IPR045860_1_1-84,Ly6,multimer,genus:Desmognathus,72-95
A0A151NRP2_IPR016054_2_201-292,Ly6,multimer,genus:Alligator,72-95
A0A1A8QN56_IPR016054_1_17-109,Ly6,mixture,genus:Nothobranchius,72-95
A0A1S3WNW8_IPR016054_1_336-406,Ly6,multimer,genus:Erinaceus,50-72
A0A2D0RXS4_IPR016054_2_32-131,Ly6,multimer,order:Siluriformes,72-95
A0A2D4PI90_IPR045860_2_79-137,Ly6,multimer,genus:Micrurus,50-72
A0A2I4BLC3_IPR045860_1_17-105,Ly6,monomer,genus:Austrofundulus,72-95
A0A2K5JCH8_IPR016054_3_212-301,mixture,multimer,order:Primates,72-95
A0A3Q1G6T4_IPR016054_1_20-91,Ly6,monomer,genus:Acanthochromis,50-72
A0A3Q3BC88_IPR045860_1_44-119,Ly6,monomer,genus:Kryptolebias,72-95
A0A437CWT2_IPR045860_1_19-110,Ly6,monomer,genus:Oryzias,72-95
A0A4D9DJB4_IPR045860_4_567-619,Ly6,multimer,genus:Platysternon,50-72
A0A513ZV65_IPR045860_2_17-105,Ly6,multimer,genus:Hyloscirtus,72-95
A0A553QYY0_IPR045860_2_21-72,Ly6,multimer,genus:Danionella,50-72
A0A5F8H8H4_IPR016054_1_122-220,none,multimer,class:Mammalia,95-117
A0A670IPJ5_IPR045860_1_47-138,Ly6,multimer,genus:Podarcis,72-95
A0A671XIT9_IPR016054_2_18-107,Ly6,multimer,genus:Sparus,72-95
A0A674GQT4_IPR016054_1_91-199,Ly6,multimer,genus:Taeniopygia,95-117
A0A6G1ATK1_IPR016054_2_54-118,Ly6,mixture,class:Mammalia,50-72
A0A6J0SC87_IPR045860_1_18-103,none,multimer,genus:Pogona,72-95
A0A6J0VAA2_IPR045860_2_116-198,Ly6,multimer,genus:Pogona,72-95
A0A6J1V1V0_IPR045860_1_107-216,Ly6,multimer,genus:Notechis,95-117
A0A6P3QSV0_IPR045860_1_21-97,Ly6,monomer,family:Pteropodidae,72-95
A0A6P6RG30_IPR045860_1_18-103,Ly6,monomer,genus:Carassius,72-95
A0A6P7P1E9_IPR016054_1_23-100,none,monomer,genus:Betta,72-95
A0A6P8IZS0_IPR045860_1_17-114,Ly6,monomer,genus:Actinia,95-117
A0A6P8W429_IPR045860_2_142-227,mixture,multimer,order:Perciformes,72-95
A0A7E6CMU1_IPR016054_2_321-389,Ly6,multimer,genus:Phyllostomus,50-72
A0A7J6BYL6_IPR045860_1_18-104,Ly6,mixture,order:Cypriniformes,72-95
A0A7J7VN73_IPR051445_1_25-141,Ly6,monomer,genus:Pipistrellus,95-117
A0A7J8C8R7_IPR016054_1_22-94,Ly6,multimer,genus:Molossus,72-95
A0A811ZYM5_IPR051445_1_6-140,Ly6,monomer,family:Canidae,117-140
A0A833YLG3_IPR016054_3_184-262,none,multimer,genus:Phyllostomus,72-95
A0A8B6CGA8_IPR016054_1_210-292,none,multimer,genus:Mytilus,72-95
A0A8B8CZR5_IPR016054_2_21-108,none,mixture,family:Ostreidae,72-95
A0A8B9K720_IPR016054_2_62-148,Ly6,multimer,genus:Astyanax,72-95
A0A8C2TUP0_IPR016054_1_34-109,none,monomer,class:Aves,72-95
A0A8C3TA85_IPR045860_1_113-197,Ly6,multimer,order:Testudines,72-95
A0A8C3WD10_IPR016054_1_28-124,Ly6,monomer,order:Artiodactyla,95-117
A0A8C6QNW1_IPR051445_1_2-137,Ly6,monomer,genus:Nannospalax,117-140
A0A8C6VGI3_IPR045860_2_114-185,none,multimer,genus:Naja,50-72
A0A8C6X8U1_IPR016054_1_25-101,none,monomer,order:Squamata,72-95
A0A8C9AWT2_IPR016054_1_29-101,mostly_Ly6,monomer,order:Artiodactyla,72-95
A0A8D2DE62_IPR016054_1_29-109,Ly6,monomer,family:Sciuridae,72-95
A0A8D2IMG1_IPR016054_1_16-97,Ly6,monomer,genus:Urocitellus,72-95
A0A8J1L7Z1_IPR045860_1_18-105,Ly6,mixture,genus:Xenopus,72-95
A0A8J1LDR0_IPR045860_1_122-206,Ly6,multimer,genus:Xenopus,72-95
A0A8J6EQ95_IPR016054_1_27-112,none,monomer,genus:Eleutherodactylus,72-95
A0A8K9VAE3_IPR045860_1_18-105,Ly6,monomer,family:Salmonidae,72-95
A0A8R1YLV9_IPR045860_2_87-161,Ly6,multimer,genus:Pristionchus,72-95
A0A8T1TAZ7_IPR016054_1_10-92,none,monomer,order:Testudines,72-95
A0A8U0UYT9_IPR016054_1_45-116,Ly6,mixture,class:Mammalia,50-72
A0A913X495_IPR016054_1_23-106,Ly6,monomer,genus:Exaiptasia,72-95
A0A974HD65_IPR045860_1_113-192,Ly6,multimer,genus:Xenopus,72-95
A0A9B0U280_IPR016054_1_21-101,Ly6,monomer,genus:Chrysochloris,72-95
A0A9D3NSG0_IPR045860_1_106-173,Ly6,multimer,genus:Hemibagrus,50-72
A0A9J7FU57_IPR016054_1_23-98,Ly6,monomer,family:Cricetidae,72-95
A0A9J7K4W1_IPR016054_6_8-63,Ly6,multimer,genus:Cricetulus,50-72
A0A9L0SSL3_IPR045860_2_59-112,mixture,mixture,class:Mammalia,50-72
A0A9N7YSL0_IPR045860_1_18-106,Ly6,mixture,class:Actinopteri,72-95
A0A9Q0X7B1_IPR016054_1_15-93,Ly6,monomer,genus:Phrynocephalus,72-95
A0A9W2XRW4_IPR016054_1_109-196,Ly6,multimer,genus:Betta,72-95
A0A9X0A602_IPR016054_1_34-133,Ly6,monomer,genus:Desmophyllum,95-117
A0AA35KMU1_IPR045860_2_115-205,Ly6,multimer,genus:Podarcis,72-95
A0AA35KPI2_IPR045860_2_116-207,mixture,mixture,genus:Podarcis,72-95
A0AA35P9W0_IPR045860_2_140-226,Ly6,multimer,genus:Podarcis,72-95
A0AA88P1U8_IPR045860_1_11-89,Ly6,monomer,genus:Tachysurus,72-95
A0AA97JBW2_IPR045860_1_18-105,Ly6,monomer,genus:Eublepharis,72-95
A0AA97KGQ5_IPR045860_3_27-124,Ly6,multimer,order:Squamata,95-117
A0AA97LHQ0_IPR045860_2_21-109,Ly6,multimer,genus:Eublepharis,72-95
A0AAD1WL22_IPR016054_1_196-282,Ly6,multimer,genus:Pelobates,72-95
A0AAD5KIC2_IPR016054_1_259-351,Ly6,monomer,genus:Daphnia,72-95
A0AAD9FCY9_IPR016054_1_15-98,Ly6,multimer,genus:Dissostichus,72-95
A0AAQ4NW25_IPR045860_1_18-106,Ly6,monomer,class:Actinopteri,72-95
A0AAQ6IRA5_IPR045860_2_5-87,Ly6,mixture,genus:Anabas,72-95
A0AAV1PXF2_IPR016054_2_115-203,Ly6,multimer,genus:Scomber,72-95
A0AAV2ZN45_IPR045860_2_18-102,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV5U9A3_IPR016054_1_19-106,Ly6,monomer,genus:Pristionchus,72-95
A0AAV7PZM8_IPR045860_1_16-106,Ly6,multimer,genus:Pleurodeles,72-95
A0AAV7Q439_IPR016054_2_27-123,Ly6,multimer,genus:Pleurodeles,95-117
A0AAW1Z0R2_IPR051445_1_16-116,Ly6,monomer,genus:Culter,95-117
A0AAZ1XK19_IPR045860_1_20-110,Ly6,monomer,class:Actinopteri,72-95
A0ABA7IXG5_IPR051445_1_1-140,mixture,monomer,genus:Mus,117-140
A6QP04_IPR016054_1_54-118,Ly6,multimer,class:Mammalia,50-72
G1UJB0_IPR045860_2_20-114,Ly6,multimer,genus:Protobothrops,72-95
K7E0K4_IPR016054_3_208-300,none,multimer,genus:Monodelphis,72-95
M3XHV4_IPR016054_2_20-114,Ly6,multimer,genus:Latimeria,72-95
M7B2W8_IPR045860_1_103-155,Ly6,multimer,genus:Chelonia,50-72
P60592_IPR045860_2_113-177,none,multimer,genus:Lachesis,50-72
Q2KKY5_IPR045860_1_11-93,mixture,monomer,class:Actinopteri,72-95
Q4FAH6_IPR045860_1_113-195,Ly6,multimer,genus:Plethodon,72-95
T1EVR2_IPR045860_1_23-121,Ly6,monomer,genus:Helobdella,95-117
A0A1A8RH00_IPR039457_1_5-88,Ly6,monomer,genus:Nothobranchius,72-95
A0A6F9CEK1_IPR039457_1_134-244,Ly6,monomer,class:Actinopteri,95-117
A0A7K5C971_IPR039457_1_7-105,mixture,monomer,phylum:Chordata,72-95
A0A7R9AFA4_IPR039457_1_1-69,none,monomer,genus:Darwinula,50-72
A0A8J4JG28_IPR039457_1_1-149,none,monomer,class:Aves,140-162
A0AAJ7SNF2_IPR039457_1_41-170,Ly6,monomer,genus:Petromyzon,117-140
A0A077ZFN5_IPR031424_1_18-127,mostly_Quiver,monomer,order:Trichinellida,95-117
A0A0M5J3Y5_IPR031424_1_16-117,none,monomer,genus:Drosophila,95-117
A0A0N4XUE5_IPR031424_1_30-164,Ly6,monomer,genus:Nippostrongylus,117-140
A0A182F4U9_IPR045860_1_23-129,none,monomer,genus:Anopheles,95-117
A0A183IK89_IPR031424_1_11-122,Quiver,monomer,genus:Soboliphyme,95-117
A0A1B6G421_IPR031424_1_26-117,none,monomer,order:Hemiptera,72-95
A0A1B6JYW9_IPR031424_1_2-105,none,monomer,family:Cicadellidae,95-117
A0A1D1VG99_IPR031424_1_70-203,Quiver,monomer,genus:Ramazzottius,117-140
A0A1D2NLW9_IPR031424_1_23-153,Quiver,monomer,genus:Orchesella,117-140
A0A1I7Z433_IPR031424_1_33-146,Quiver,monomer,order:Rhabditida,95-117
A0A1I8JPJ3_IPR031424_1_74-180,none,monomer,genus:Macrostomum,95-117
A0A1J1IWF0_IPR031424_1_21-104,none,monomer,genus:Clunio,72-95
A0A1L8EJD9_IPR031424_1_24-125,none,mixture,family:Muscidae,95-117
A0A1S3JY90_IPR031424_1_22-103,none,monomer,genus:Lingula,72-95
A0A1W0X5V8_IPR045860_1_21-108,none,monomer,genus:Hypsibius,72-95
A0A1Y1JY95_IPR045860_1_21-115,none,monomer,family:Lampyridae,72-95
A0A1Y1N8E7_IPR045860_1_17-115,none,monomer,genus:Photinus,95-117
A0A226EVU9_IPR031424_1_54-155,none,monomer,genus:Folsomia,95-117
A0A267DZZ8_IPR045860_1_26-117,mixture,monomer,genus:Macrostomum,72-95
A0A2C9KW20_IPR031424_1_21-116,none,monomer,genus:Biomphalaria,95-117
A0A2L2YRC8_IPR031424_1_21-107,none,monomer,genus:Parasteatoda,72-95
A0A2T7Q162_IPR045860_1_20-110,Quiver,monomer,genus:Pomacea,72-95
A0A3M7RUK4_IPR045860_1_18-106,none,monomer,genus:Brachionus,72-95
A0A443SIX7_IPR031424_1_23-124,none,monomer,genus:Leptotrombidium,95-117
A0A4S2KGE2_IPR045860_1_26-105,none,monomer,genus:Temnothorax,72-95
A0A4Y2DBK6_IPR031424_1_27-120,mixture,monomer,order:Araneae,72-95
A0A5E4M9I7_IPR031424_1_23-95,none,monomer,genus:Cinara,72-95
A0A5K3EPV6_IPR031424_1_23-145,mixture,monomer,order:Cyclophyllidea,117-140
A0A6G1SMF5_IPR031424_1_80-201,Quiver,monomer,genus:Aceria,117-140
A0A6J0C320_IPR031424_1_25-124,none,monomer,genus:Neodiprion,95-117
A0A6J1WMJ4_IPR031424_1_24-133,none,monomer,genus:Galleria,95-117
A0A6J2Y5T6_IPR031424_1_26-125,none,monomer,genus:Sitophilus,95-117
A0A7E5WJQ6_IPR031424_1_23-139,mixture,mixture,order:Lepidoptera,95-117
A0A7J7JN78_IPR031424_1_26-120,none,monomer,genus:Bugula,72-95
A0A7M7GN34_IPR031424_1_27-127,none,monomer,genus:Nasonia,95-117
A0A7R9BZN8_IPR031424_1_11-114,Quiver,monomer,genus:Notodromas,95-117
A0A817KER1_IPR045860_1_17-102,mixture,monomer,genus:Rotaria,72-95
A0A818GJW3_IPR031424_1_26-137,mixture,monomer,genus:Rotaria,95-117
A0A834N6U9_IPR031424_1_346-444,none,mixture,genus:Vespula,95-117
A0A8B6CKF0_IPR031424_1_23-146,none,monomer,genus:Mytilus,117-140
A0A8I6RK48_IPR031424_1_22-122,none,monomer,genus:Cimex,95-117
A0A8S0ZB53_IPR045860_1_44-142,none,mixture,order:Lepidoptera,95-117
A0A8S1CG29_IPR031424_1_35-138,none,monomer,genus:Cloeon,95-117
A0A8S3XZW0_IPR031424_1_24-137,none,monomer,family:Papilionidae,95-117
A0A8S4G3E9_IPR045860_1_21-116,mixture,monomer,class:Insecta,72-95
A0A8T0FS30_IPR031424_1_38-125,Quiver,monomer,order:Araneae,72-95
A0A8X6G4B9_IPR031424_1_72-161,mixture,monomer,order:Araneae,72-95
A0A914B521_IPR045860_1_18-111,Ly6,monomer,genus:Patiria,72-95
A0A914W819_IPR031424_1_39-131,Quiver,monomer,genus:Plectus,72-95
A0A9J6CMM3_IPR031424_2_123-225,none,multimer,genus:Polypedilum,95-117
A0AA36CWZ6_IPR045860_1_17-109,none,monomer,genus:Mesorhabditis,72-95
A0AA38HZ97_IPR045860_1_17-106,none,monomer,genus:Zophobas,72-95
A0AA85BTA3_IPR031424_1_15-103,Quiver,monomer,class:Trematoda,72-95
A0AAD7YTJ4_IPR031424_1_35-134,mixture,monomer,order:Lepidoptera,95-117
A0AAD9PD13_IPR031424_1_23-99,Quiver,monomer,genus:Ridgeia,72-95
A0AAE1GYN6_IPR031424_1_19-117,none,monomer,family:Thripidae,95-117
